INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210909_003608.zc,0,0,10.31212,,,2021-09-09,0:36:08,0,2021-09-08,12:36:08,12,EPTFUS,147,103,0.701,0.30379,LASNOC,LASCIN,147,29.043,40.41,5.711,41.64,28.06,32.138,71.664,30.006,4.245,172.71,5.126,43.65,1,,,,,,bnuV42m3D+B206sjfYYtOA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_224312.zc,0,0,7.427255,,,2021-09-08,22:43:12,22,2021-09-08,10:43:12,10,EPTFUS,148,102,0.689,0.348691,LASNOC,LASCIN,148,29.235,39.91,5.389,39.502,28.434,32.029,51.546,30.164,3.841,117.04,4.84,50.98,1,,,,,,RdjOA15r/V1ODjVUbL5K3Q==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_221528.zc,0,0,10.509883,,,2021-09-08,22:15:28,22,2021-09-08,10:15:28,10,EPTFUS,168,102,0.607,0.311641,,,168,30.069,34.77,5.1,39.476,29.224,32.312,65.538,30.944,3.522,114.25,4.473,59.5,1,,,,,,LNiwj5KqiKcdQX0xpsWq8A==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210907_224400.zc,0,0,11.91564,,,2021-09-07,22:44:00,22,2021-09-07,10:44:00,10,EPTFUS,128,97,0.758,0.334967,LASNOC,LASCIN,128,29.782,40.03,4.884,43.464,29.108,33.592,92.958,30.732,3.554,172.39,4.498,42.84,1,,,,,,uUOp0+xgT8aBq+jfkWpHlg==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_223751.zc,0,0,11.243505,,,2021-09-08,22:37:51,22,2021-09-08,10:37:51,10,EPTFUS,141,97,0.688,0.292978,LASNOC,LASCIN,141,29.78,33.75,5.596,40.164,28.938,32.736,75.711,30.618,4.041,160.94,4.944,48.91,1,,,,,,GalozxS9VQcqRD+jnP850A==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_231102.zc,0,0,13.560609,,,2021-09-08,23:11:02,23,2021-09-08,11:11:02,11,EPTFUS,127,96,0.756,0.319283,LASNOC,LASCIN,127,30.392,29.43,5.507,43.728,29.473,33.819,109.929,31.065,4.053,200.07,4.948,34.73,1,,,,,,KY6owK0tmentUVqqSRcdSw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_224210.zc,0,0,9.862763,,,2021-09-08,22:42:10,22,2021-09-08,10:42:10,10,EPTFUS,139,96,0.691,0.331909,LASNOC,LASCIN,139,29.087,33,5.757,38.909,28.352,31.792,73.022,30.112,4.09,161.92,5.183,51.86,1,,,,,,AAQ84BMVjx5VnovSPqTCIQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210907_210056.zc,0,0,14.550226,,,2021-09-07,21:00:56,21,2021-09-07,9:00:56,9,EPTFUS,113,95,0.841,0.33108,LASNOC,LASCIN,113,30.801,47.4,5.514,47.29,29.999,35.245,120.256,32.115,4.019,242.21,5.057,33.96,1,,,,,,J2IdrN+E0gPuy4mA+M29iA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_224603.zc,0,0,10.250768,,,2021-09-08,22:46:03,22,2021-09-08,10:46:03,10,EPTFUS,130,95,0.731,0.343729,LASNOC,LASCIN,130,29.679,36.7,5.513,42.531,28.823,33.224,80.055,30.606,4.004,187.2,4.941,35.09,1,,,,,,DI+0pbHVJxSM921xbO2crQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_224139.zc,0,0,10.303126,,,2021-09-08,22:41:39,22,2021-09-08,10:41:39,10,EPTFUS,135,94,0.696,0.301669,LASNOC,LASCIN,135,28.722,35.92,5.906,41.173,27.894,31.974,78.932,29.594,4.325,202.14,5.231,49.23,1,,,,,,X9HDp51BZsazKeL5RHc3zw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210906_212447.zc,0,0,7.451804,,,2021-09-06,21:24:47,21,2021-09-06,9:24:47,9,EPTFUS,118,93,0.788,0.264201,LASNOC,,118,30.607,108.29,4.892,57.497,29.009,37.67,63.826,33.263,3.454,316.66,4.439,34.35,1,,,,,,SYt3fLcvCHKb1xsljj2XRQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210909_013151.zc,0,0,14.996543,,,2021-09-09,1:31:51,1,2021-09-08,13:31:51,13,EPTFUS,125,93,0.744,0.297905,,,125,30.251,32.79,5.408,39.883,29.485,32.909,96.453,31.166,3.823,142.9,4.764,35.35,1,,,,,,Y2CInXa4aiuG4MTKmVLUzw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_224516.zc,0,0,13.599539,,,2021-09-08,22:45:16,22,2021-09-08,10:45:16,10,EPTFUS,127,93,0.732,0.327253,LASNOC,LASCIN,127,30.004,39.68,4.507,38.847,29.275,32.64,102.885,31.112,3.038,156.76,4.06,40.03,1,,,,,,EPhgPt/iEg+VlJaz18dkyA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210909_011504.zc,0,0,10.097377,,,2021-09-09,1:15:04,1,2021-09-08,13:15:04,13,EPTFUS,111,91,0.82,0.286816,LASNOC,LASCIN,111,30.898,45.87,6.021,48.243,29.739,35.399,93.683,32.328,4.302,146.1,5.334,32.12,1,,,,,,zlccRKR7SpgIH5IQ7Q2HBg==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_233516.zc,0,0,14.600755,,,2021-09-08,23:35:16,23,2021-09-08,11:35:16,11,EPTFUS,112,91,0.812,0.39311,LASNOC,LASCIN,112,29.104,52.51,5.441,45.451,27.916,33.575,128.217,30.739,3.791,237.77,4.875,25.98,1,,,,,,IhKerZGGOvVqo3ZuRaIi9g==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_220512.zc,0,0,12.744622,,,2021-09-08,22:05:12,22,2021-09-08,10:05:12,10,EPTFUS,121,90,0.744,0.335006,LASNOC,LASCIN,121,30.432,33.85,5.749,43.962,29.527,33.99,105.692,31.345,4.241,216.91,5.153,36.74,1,,,,,,u5yDJZbnPbp7l1VP/pWaHA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_224635.zc,0,0,14.987552,,,2021-09-08,22:46:35,22,2021-09-08,10:46:35,10,EPTFUS,115,89,0.774,0.347463,LASNOC,LASCIN,115,30.092,36.64,4.993,41.796,29.37,33.426,131.676,31.085,3.563,175.57,4.551,35.32,1,,,,,,Ku8TFqCAYykPADxComLiyQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_211446.zc,0,0,13.219033,,,2021-09-08,21:14:46,21,2021-09-08,9:14:46,9,EPTFUS,127,89,0.701,0.279375,,,127,30.329,31.08,5.7,43.594,29.396,33.519,109.617,31.105,4.267,89.33,5.151,41.53,1,,,,,,yQBT5G6oOL7MIXdAdCKi+w==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_223437.zc,0,0,9.389703,,,2021-09-08,22:34:37,22,2021-09-08,10:34:37,10,EPTFUS,121,88,0.727,0.328193,LASNOC,LASCIN,121,29.303,24.27,6.247,41.1,28.603,32.603,79.411,30.104,4.585,182.34,5.652,35.33,1,,,,,,loPNNk0I3CaFqeaig2zvSA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/4604 9.10/Output (no TABR),,SMU04604_20210908_223139.zc,0,0,12.235881,,,2021-09-08,22:31:39,22,2021-09-08,10:31:39,10,EPTFUS,126,88,0.698,0.303159,LASNOC,LASCIN,126,30.178,31.61,5.701,43.033,29.644,33.695,99.478,30.964,4.308,188.14,5.26,35.98,1,,,,,,KF0UJNcE/NH4nACRL4Q83Q==,,
