INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210920_195439.zc,0,0,13.572506,,,2021-09-20,19:54:39,19,2021-09-20,7:54:39,7,EPTFUS,90,69,0.767,0.314006,LASNOC,LASCIN,90,29.347,39.57,6.229,44.015,28.733,33.507,129.304,30.339,4.691,227.6,5.792,22.57,1,,,,,,FMEe0vYmuDIDpt6hwgXbqA==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210923_001212.zc,0,0,14.996293,,,2021-09-23,0:12:12,0,2021-09-22,12:12:12,12,EPTFUS,72,57,0.792,0.274659,LASNOC,LASCIN,72,28.816,32.12,6.592,43.228,28.342,33.143,187.77,29.817,4.962,145.44,6.132,18.01,1,,,,,,hJVh7yvgXpOLYnWhTEV/fg==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210921_223136.zc,0,0,9.710422,,,2021-09-21,22:31:36,22,2021-09-21,10:31:36,10,EPTFUS,72,56,0.778,0.303574,LASNOC,LASCIN,72,30.084,50.33,6.611,46.042,28.531,34.222,83.503,31.706,4.614,233.55,5.954,17.27,1,,,,,,MiGYahsVJ0yVu9/erzz85A==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210922_023357.zc,0,0,14.992866,,,2021-09-22,2:33:57,2,2021-09-21,14:33:57,14,EPTFUS,93,53,0.57,0.229273,LASNOC,,93,29.426,23.57,7.566,41.089,28.896,32.335,141.959,30.369,5.231,216.08,6.862,26.11,1,,,,,,M2tsMS5oUB7qkQQ2X7vJ4A==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210923_192822.zc,0,0,14.980074,,,2021-09-23,19:28:22,19,2021-09-23,7:28:22,7,EPTFUS,84,50,0.595,0.268794,LASNOC,LASCIN,84,27.325,32.56,7.399,40.717,26.653,30.891,175.228,28.492,5.456,200.28,6.853,19.95,1,,,,,,gqDT1R0H3UegCHoiWxNCGQ==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210923_195142.zc,0,0,14.995724,,,2021-09-23,19:51:42,19,2021-09-23,7:51:42,7,EPTFUS,78,49,0.628,0.300367,LASNOC,LASCIN,78,27.744,16.47,8.456,38.508,27.292,30.47,187.642,28.25,6.567,157.39,7.771,26.02,1,,,,,,qtqnBtL2IZlff95V9iSJNg==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210923_195849.zc,0,0,14.914568,,,2021-09-23,19:58:49,19,2021-09-23,7:58:49,7,EPTFUS,78,48,0.615,0.310117,LASNOC,LASCIN,78,27.183,18.63,8.455,36.353,26.655,29.668,183.063,27.699,6.43,137.7,7.723,18.08,1,,,,,,qwsuzXoBenCwFIalclk9fQ==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210922_005347.zc,0,0,13.906139,,,2021-09-22,0:53:47,0,2021-09-21,12:53:47,12,EPTFUS,80,47,0.587,0.25285,LASNOC,LASCIN,80,28.677,28.69,7.206,39.484,27.853,31.745,179.398,29.746,5.245,96.92,6.542,26.17,1,,,,,,HpVgbo1oxqE2VEsLcLYdQA==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210920_195509.zc,0,0,13.285619,,,2021-09-20,19:55:09,19,2021-09-20,7:55:09,7,EPTFUS,84,46,0.548,0.251195,LASNOC,,84,28.717,11.76,8.706,40.506,27.808,31.185,137.122,29.297,6.149,169.77,7.612,23.49,1,,,,,,5uhzTA84taiHVxNeW3Rq2Q==,,
/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Data,/Volumes/LAUREN/SERC 2021/Farnesene 1/1708_d/Output_noTABR,,SMU01708_20210923_195244.zc,0,0,14.995376,,,2021-09-23,19:52:44,19,2021-09-23,7:52:44,7,EPTFUS,57,45,0.789,0.347118,LASNOC,LASCIN,57,28.851,48.72,7.172,49.81,27.703,34.41,138.678,30.605,4.879,193.76,6.425,11.55,1,,,,,,385BqkWYDylqqDPrSg9hqQ==,,
