INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_051917.zc,0,0,15.002613,,,7/21/21,5:19:17,5,7/20/21,17:19:17,17,EPTFUS,124,72,0.581,0.206688,LASNOC,TADBRA,124,29.775,39.24,6.649,42.662,28.754,32.235,134.299,30.529,4.893,254.65,5.756,44.49,1,,,,,,A18Nf6mAIzC3mnXURR8gNA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210728_020345.zc,0,0,14.998152,,,7/28/21,2:03:45,2,7/27/21,14:03:45,14,EPTFUS,87,54,0.621,0.261149,LASNOC,TADBRA,87,29.457,21.7,5.1,37.272,28.741,31.558,167.677,29.965,3.767,192.46,4.629,26.31,1,,,,,,COkhVUruuyfn3rxsnK2KQQ==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210726_052645.zc,0,0,14.986361,,,7/26/21,5:26:45,5,7/25/21,17:26:45,17,EPTFUS,116,43,0.371,0.189076,LASNOC,TADBRA,116,29.115,21.85,5.901,36.357,28.626,30.517,135.51,29.588,4.188,172.26,5.279,36.7,1,,,,,,jtNkKYrjTjhwNrEJsW6NNQ==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210724_214044.zc,0,0,15.000458,,,7/24/21,21:40:44,21,7/24/21,9:40:44,9,EPTFUS,64,42,0.656,0.23334,LASNOC,TADBRA,64,29.973,39.91,4.355,42.369,28.98,33.536,154.874,31.042,3.171,204.73,3.954,23.64,1,,,,,,KYNFkEsVaK2ckqEuedrlLA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210727_221037.zc,0,0,11.041558,,,7/27/21,22:10:37,22,7/27/21,10:10:37,10,EPTFUS,54,40,0.741,0.217933,LASNOC,TADBRA,54,32.107,43.71,4.271,47.142,30.94,36.633,207.81,33.193,3.235,239.89,3.901,19.61,1,,,,,,mz8pI1D0bbLtcfgfgYpi3A==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_024725.zc,0,0,14.996129,,,7/21/21,2:47:25,2,7/20/21,14:47:25,14,EPTFUS,54,39,0.722,0.278806,LASNOC,,54,27.128,34.91,6.46,38.326,26.312,29.807,173.702,27.938,4.681,172.32,5.697,18.45,1,,,,,,Qnvu2pn637b+K71rBMGc9g==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210727_230647.zc,0,0,14.999097,,,7/27/21,23:06:47,23,7/27/21,11:06:47,11,EPTFUS,46,38,0.826,0.365811,LASNOC,,46,28.899,26.09,5.104,38.669,28.138,31.88,186.956,29.511,3.818,189.99,4.656,17.85,1,,,,,,feC6vJOkllk0DgJe7J1hSA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_232420.zc,0,0,13.179178,,,7/21/21,23:24:20,23,7/21/21,11:24:20,11,EPTFUS,52,38,0.731,0.274216,LASNOC,TADBRA,52,28.629,21.34,5.552,38.907,27.901,31.533,176.398,29.11,4.33,178.41,5.075,18.67,1,,,,,,ma1/WgtObX8FtPlieavs5g==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_215806.zc,0,0,9.740307,,,7/21/21,21:58:06,21,7/21/21,9:58:06,9,EPTFUS,43,35,0.814,0.304924,LASNOC,TADBRA,43,29.034,29.96,5.936,44.773,28.122,33.266,181.193,29.742,4.516,242.39,5.364,14.23,1,,,,,,Kf//7J5/hgEXrK/Z+vM9fQ==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_213707.zc,0,0,10.443826,,,7/21/21,21:37:07,21,7/21/21,9:37:07,9,EPTFUS,42,34,0.81,0.328666,LASNOC,TADBRA,42,30.692,34.13,4.453,48.546,29.897,35.913,168.165,31.297,3.498,236.26,4.16,15.41,1,,,,,,3kAftatPecKhDosHr2UCIw==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210728_010229.zc,0,0,14.917475,,,7/28/21,1:02:29,1,7/27/21,13:02:29,13,EPTFUS,47,34,0.723,0.259073,LASNOC,TADBRA,47,29.744,92.88,5.405,46.935,28.544,33.953,125.588,31.803,4.047,297.71,4.84,17.74,1,,,,,,cVR8QY+g0A4b7uiI4NLhXg==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_001804.zc,0,0,15.001271,,,7/21/21,0:18:04,0,7/20/21,12:18:04,12,EPTFUS,43,33,0.767,0.3862,LASNOC,TADBRA,43,28.74,44.98,5.786,46.624,28.05,33.588,142.572,29.809,4.425,283.4,5.396,11.96,1,,,,,,UhQwBwfa6dbnF1lbmkVnFA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210727_003331.zc,0,0,12.599279,,,7/27/21,0:33:31,0,7/26/21,12:33:31,12,EPTFUS,49,33,0.673,0.215192,LASNOC,TADBRA,49,29.864,26.39,5.882,42.591,28.853,32.537,161.899,30.459,4.425,137.59,5.242,18.76,1,,,,,,cGw+6lKrhhg/3ND2P5fZIg==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210726_010033.zc,0,0,14.51482,,,7/26/21,1:00:33,1,7/25/21,13:00:33,13,EPTFUS,51,33,0.647,0.271831,LASNOC,TADBRA,51,28.527,30.13,6.643,38.995,27.741,30.93,156.167,29.131,5.023,205.48,5.908,19.97,1,,,,,,vaN7Rkv6aQx3oN5YmlWPKA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_021107.zc,0,0,15.000963,,,7/21/21,2:11:07,2,7/20/21,14:11:07,14,EPTFUS,53,33,0.623,0.2412,LASNOC,TADBRA,53,30.811,53.85,4.679,43.478,29.836,34.932,204.418,32.065,3.312,200.94,4.145,18.06,1,,,,,,F5RRxPtDxT41+eZ12WIPnw==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/W_side_7-20-728/Bat output,,SMU01633_20210721_025548.zc,0,0,13.183316,,,7/21/21,2:55:48,2,7/20/21,14:55:48,14,EPTFUS,63,33,0.524,0.233786,TADBRA,LASNOC,63,27.779,29.16,6.861,36.966,27.032,29.958,219.805,28.411,5.192,167.05,6.115,28.27,1,,,,,,lXmfx5kB4Qyt/XWU3rr8xw==,,
