INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210729_214646.zc,0,0,15.002316,,,7/29/21,21:46:46,21,7/29/21,9:46:46,9,EPTFUS,87,65,0.747,0.324444,LASNOC,TADBRA,87,29.638,24.92,6.318,45.78,28.822,33.431,140.587,30.232,4.77,312.03,5.691,23.78,1,,,,,,XfKUlKwj5V6LpQhPr6oikA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210729_022826.zc,0,0,14.994854,,,7/29/21,2:28:26,2,7/28/21,14:28:26,14,EPTFUS,88,50,0.568,0.208022,LASNOC,TADBRA,88,29.164,24.55,6.371,41.297,28.389,31.838,159.079,29.641,4.679,212.98,5.586,22.78,1,,,,,,bxAKupfkx/akrw9hoieHMA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210731_230047.zc,0,0,14.991411,,,7/31/21,23:00:47,23,7/31/21,11:00:47,11,EPTFUS,57,48,0.842,0.374316,LASNOC,TADBRA,57,30.19,28.11,4.529,40.645,29.384,33.149,229.641,30.964,3.156,264.25,4.073,12.86,1,,,,,,UbD/x2dG5u2DmRs0aVMc2g==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210730_222226.zc,0,0,12.242109,,,7/30/21,22:22:26,22,7/30/21,10:22:26,10,EPTFUS,59,48,0.814,0.323965,LASNOC,TADBRA,59,29.905,31.02,5.005,42.386,28.958,33.2,138.686,30.649,3.7,284.23,4.541,14.4,1,,,,,,pfCxFMTrfxBXx0ZLHgWrRw==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210729_211700.zc,0,0,14.997263,,,7/29/21,21:17:00,21,7/29/21,9:17:00,9,EPTFUS,64,48,0.75,0.311638,TADBRA,LASNOC,64,28.211,25.53,6.646,39.792,27.455,31.065,142.64,28.866,4.754,198.24,5.84,23.53,1,,,,,,j1lmJJU+ujajCijsccaCvA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210729_221231.zc,0,0,14.798437,,,7/29/21,22:12:31,22,7/29/21,10:12:31,10,EPTFUS,63,46,0.73,0.327554,LASNOC,TADBRA,63,28.896,24.69,5.266,41.328,27.876,31.998,170.928,29.535,3.74,231.3,4.636,14.78,1,,,,,,1BIB6Fy8uLag2DXpe0ZjYA==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210729_231752.zc,0,0,14.998502,,,7/29/21,23:17:52,23,7/29/21,11:17:52,11,EPTFUS,70,46,0.657,0.252879,LASNOC,LASCIN,70,27.686,17.58,6.544,38.209,26.906,29.861,226.895,28.12,4.7,212.54,5.678,18.38,1,,,,,,6yApigthCJprSEJGVLYNlg==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210730_023748.zc,0,0,11.922201,,,7/30/21,2:37:48,2,7/29/21,14:37:48,14,EPTFUS,58,45,0.776,0.374132,LASNOC,TADBRA,58,28.087,32.34,5.469,37.441,26.975,30.611,151.433,28.99,3.696,192.06,4.737,21.48,1,,,,,,4oQf/k4m6ggmY5IYlx6/nQ==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210730_222930.zc,0,0,12.270212,,,7/30/21,22:29:30,22,7/30/21,10:29:30,10,EPTFUS,61,43,0.705,0.323064,LASNOC,TADBRA,61,28.514,43.12,5.735,47.286,27.581,33.095,134.579,29.561,4.205,346.68,5.215,25.46,1,,,,,,TAYkFww6gixXb8eRyyEW5g==,,
/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Data,/Volumes/Maynard/SERC audio 2021/Plant trials/E_side_7-28-8-1/Bat output,,SMU01804_20210728_215549.zc,0,0,14.986232,,,7/28/21,21:55:49,21,7/28/21,9:55:49,9,EPTFUS,53,42,0.792,0.339077,LASNOC,,53,28.83,32.16,6.134,41.349,27.55,31.506,170.523,29.759,4.252,260.16,5.303,16,1,,,,,,OlVQYpvQDuuoOiutKRedxA==,,
