INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_213137.zc,0,0,12.502994,,,2021-09-08,21:31:37,21,2021-09-08,9:31:37,9,EPTFUS,112,99,0.884,0.322339,LASNOC,LASCIN,112,30.893,52.56,5.073,52.168,30.039,36.444,108.962,32.087,3.788,361.96,4.673,29.52,1,,,,,,w905Hq2NdzZSFEKDy/AxaQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_230426.zc,0,0,14.993266,,,2021-09-08,23:04:26,23,2021-09-08,11:04:26,11,EPTFUS,112,95,0.848,0.411814,LASNOC,LASCIN,112,28.775,28.92,5.41,40.802,28.213,32.091,135.686,29.502,4.036,204.12,4.968,26.96,1,,,,,,lecOhOltYzRtYxD3ncuPdg==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_221228.zc,0,0,9.717297,,,2021-09-08,22:12:28,22,2021-09-08,10:12:28,10,EPTFUS,112,88,0.786,0.342579,LASNOC,,112,30.586,39.74,5.43,46.623,29.616,34.689,86.657,31.624,4.009,202.38,4.912,31.7,1,,,,,,BsFor5lPrVGy7UsrDkgnzw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210907_203328.zc,0,0,14.991632,,,2021-09-07,20:33:28,20,2021-09-07,8:33:28,8,EPTFUS,104,87,0.837,0.283837,LASNOC,,104,30.828,58.41,4.494,48.83,29.771,36.03,125.295,32.403,3.172,294.47,4.114,23.83,1,,,,,,xB85Ev7FFPkLnXcPjoCzQQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210909_003549.zc,0,0,12.459295,,,2021-09-09,0:35:49,0,2021-09-08,12:35:49,12,EPTFUS,99,86,0.869,0.402598,LASNOC,,99,27.954,31.34,7.693,47.574,27.164,32.388,129.741,28.848,5.743,330.8,7.025,24.63,1,,,,,,0W8puakM6EjYA0T9KbaTEw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_215037.zc,0,0,14.999891,,,2021-09-08,21:50:37,21,2021-09-08,9:50:37,9,EPTFUS,91,84,0.923,0.378959,LASNOC,LASCIN,91,30.914,49.19,4.885,53.015,29.976,36.838,158.164,32.008,3.7,382.48,4.528,24.58,1,,,,,,LyjQH0psp/3C0r7TIzuTnQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_213722.zc,0,0,14.98099,,,2021-09-08,21:37:22,21,2021-09-08,9:37:22,9,EPTFUS,90,83,0.922,0.410054,LASNOC,LASCIN,90,31.151,48.34,5.791,54.582,29.966,36.896,152.076,32.472,4.365,266.06,5.32,20.64,1,,,,,,xGz6csSFCHonypFFtsAYeg==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_210238.zc,0,0,15.001383,,,2021-09-08,21:02:38,21,2021-09-08,9:02:38,9,EPTFUS,91,82,0.901,0.389414,LASNOC,LASCIN,91,30.608,42.35,5.293,51.832,29.835,36.048,133.082,31.724,3.971,239.91,4.936,30.07,1,,,,,,k3W0huC71IaNkMC/35RlQg==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_214237.zc,0,0,14.998136,,,2021-09-08,21:42:37,21,2021-09-08,9:42:37,9,EPTFUS,96,82,0.854,0.311391,LASNOC,,96,30.688,49.04,4.238,42.335,29.978,34.041,153.978,31.656,3.076,191.9,3.906,27.41,1,,,,,,kgWn+wFgQf0SQCejZAKUcA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_215021.zc,0,0,14.998086,,,2021-09-08,21:50:21,21,2021-09-08,9:50:21,9,EPTFUS,85,80,0.941,0.401838,LASNOC,LASCIN,85,30.469,48.4,4.462,47.888,29.87,35.196,171.414,31.527,3.304,307.8,4.228,21.06,1,,,,,,q+hVMSf0nux9+8pziU4A7Q==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210907_203508.zc,0,0,13.082892,,,2021-09-07,20:35:08,20,2021-09-07,8:35:08,8,EPTFUS,85,78,0.918,0.397474,LASNOC,LASCIN,85,29.344,24.57,7.2,53.848,28.739,35.341,123.947,29.993,5.796,329.02,6.76,20.74,1,,,,,,heve3i4l6wBw5rM2AiSAEA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_232322.zc,0,0,14.974611,,,2021-09-08,23:23:22,23,2021-09-08,11:23:22,11,EPTFUS,97,78,0.804,0.360576,LASNOC,LASCIN,97,29.53,33.52,5.221,46.558,28.892,34.035,151.028,30.242,3.908,202.18,4.732,23.6,1,,,,,,AEHvT5cNpteIGPL6fYFEtw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210908_234424.zc,0,0,14.990843,,,2021-09-08,23:44:24,23,2021-09-08,11:44:24,11,EPTFUS,101,77,0.762,0.358288,LASNOC,LASCIN,101,28.888,12.03,6.404,47.889,28.304,33.033,139.405,29.215,4.966,276.07,5.902,30.34,1,,,,,,TLG2AGYg6qqNGFXvlxcAHA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/2207 9.10/Output (no TABR),,SMU02207_20210909_013318.zc,0,0,14.99269,,,2021-09-09,1:33:18,1,2021-09-08,13:33:18,13,EPTFUS,101,76,0.752,0.36764,LASNOC,LASCIN,101,28.257,26.11,5.519,41.119,27.858,31.818,146.72,28.908,4.164,218.04,5.168,25.17,1,,,,,,yfTpe7IAdzuPw3bgJzx3bw==,,
