"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210725_213003.zc","0","0","14.987979","","","2021-07-25","21:30:03","21","2021-07-25","09:30:03","9","EPTFUS","110","63","0.573","0.253081","LASNOC","","110","27.17","19.9","8.055","40.577","26.123","29.44","146.828","27.89","5.351","292.02","6.803","27.59","1","","","","","","N45bKylGwJSJ00GFTF4Fbg==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210725_230819.zc","0","0","15.000021","","","2021-07-25","23:08:19","23","2021-07-25","11:08:19","11","EPTFUS","79","48","0.608","0.267712","LASNOC","TADBRA","79","28.637","14.02","6.663","39.686","27.848","31.157","172.493","29.161","4.883","221.26","5.929","18.13","1","","","","","","HoZht3rv3ls6ijPiwOT8hQ==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210726_210345.zc","0","0","14.079564","","","2021-07-26","21:03:45","21","2021-07-26","09:03:45","9","EPTFUS","91","43","0.473","0.193359","LASNOC","","91","26.551","10.3","6.277","36.05","25.625","28.165","158.892","26.928","4.376","212.56","5.428","19.3","1","","","","","","+dxX37eaeXHfw1//Ci3INQ==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210725_222444.zc","0","0","14.99236","","","2021-07-25","22:24:44","22","2021-07-25","10:24:44","10","EPTFUS","98","41","0.418","0.258909","TADBRA","LASNOC","98","28.308","12.55","7.88","39.847","27.35","30.342","159.131","28.597","5.903","190.01","6.822","31.86","1","","","","","","i2axHdpORG/HVKCDj/PUHg==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210721_022037.zc","0","0","13.670406","","","2021-07-21","02:20:37","2","2021-07-20","14:20:37","14","EPTFUS","55","39","0.709","0.337926","LASNOC","TADBRA","55","29.673","34.8","4.647","39.969","28.694","32.542","174.508","30.487","3.268","233.34","4.076","17.32","1","","","","","","ct3USkVkcAzSerTYVKeseg==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210718_215647.zc","0","0","13.2512","","","2021-07-18","21:56:47","21","2021-07-18","09:56:47","9","EPTFUS","56","35","0.625","0.282277","TADBRA","LASNOC","56","27.822","20.62","6.961","37.029","27.143","30.224","173.668","28.387","5.14","151.57","6.301","18.47","1","","","","","","aVcF77pI2PLmfrEwSnEFVA==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210721_025605.zc","0","0","14.995636","","","2021-07-21","02:56:05","2","2021-07-20","14:56:05","14","EPTFUS","66","33","0.5","0.209042","LASNOC","TADBRA","66","29.611","19.88","5.35","39.688","28.744","31.839","172.534","30.152","3.754","171.68","4.673","29.6","1","","","","","","xz+HtT3uIlm/MzzNO6aEEQ==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210716_214756.zc","0","0","14.989599","","","2021-07-16","21:47:56","21","2021-07-16","09:47:56","9","EPTFUS","59","31","0.525","0.182376","TADBRA","LASNOC","59","27.561","18.24","7.3","36.428","26.608","29.216","207.959","27.839","5.569","115.9","6.466","17.12","1","","","","","","yD2utxKmxskY9GZV6DC1Mw==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210719_221006.zc","0","0","14.999619","","","2021-07-19","22:10:06","22","2021-07-19","10:10:06","10","EPTFUS","62","31","0.5","0.217283","TADBRA","LASNOC","62","29.178","8.01","6.691","40.94","28.426","31.664","188.068","29.362","4.993","243.28","5.93","28.34","1","","","","","","6Q8BaUeryBuFN4n7RsPZEA==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Data","/Volumes/Maynard/SERC audio 2021/Wye 7.16-7.27/Bat Output","","SMU01801_20210719_235702.zc","0","0","11.473614","","","2021-07-19","23:57:02","23","2021-07-19","11:57:02","11","EPTFUS","48","30","0.625","0.254662","LASNOC","TADBRA","48","28.292","20.02","8.009","42.444","27.635","31.377","128.494","28.779","6.064","249.62","7.04","22.68","1","","","","","","e1qu48AKukfsCRpjxJDrpQ==","",""
