INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210830_003612.zc,0,0,14.99669,,,2021-08-30,0:36:12,0,2021-08-29,12:36:12,12,EPTFUS,80,75,0.938,0.270649,LASNOC,LASCIN,80,32.026,73.76,4.311,52.463,30.748,37.741,172.228,33.753,3.142,330.64,3.976,20.88,1,,,,,,gLMhV/zQe5y6NlXWvbDYIw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_233414.zc,0,0,15.00026,,,2021-08-29,23:34:14,23,2021-08-29,11:34:14,11,EPTFUS,80,73,0.913,0.351662,LASNOC,LASCIN,80,29.541,49.19,5.466,45.052,28.564,33.655,137.824,30.998,3.705,278.51,4.912,20.58,1,,,,,,v3/uYakGmzDDONSZYk82Zg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_231020.zc,0,0,14.995358,,,2021-08-29,23:10:20,23,2021-08-29,11:10:20,11,EPTFUS,83,73,0.88,0.321183,LASNOC,LASCIN,83,30.176,54.42,4.659,47.502,29.242,35.397,154.283,31.418,3.445,202.27,4.315,18.51,1,,,,,,vQUC5AQuf2T8coPz5PSIug==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210828_035735.zc,0,0,13.14415,,,2021-08-28,3:57:35,3,2021-08-27,15:57:35,15,EPTFUS,78,72,0.923,0.289612,LASNOC,,78,31.37,72.47,4.868,54.169,30.31,37.739,125.846,33.52,3.507,264.69,4.529,18.72,1,,,,,,mlklwAyD6ArrIOoz0Yjdaw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_220909.zc,0,0,14.774709,,,2021-08-29,22:09:09,22,2021-08-29,10:09:09,10,EPTFUS,77,71,0.922,0.388665,LASNOC,,77,29.695,49.68,5.448,45.966,28.503,33.995,138.578,31.031,3.703,160.28,4.838,19.19,1,,,,,,6aeZR1LAQWlNSHvQU8wrlQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_214112.zc,0,0,11.78794,,,2021-08-29,21:41:12,21,2021-08-29,9:41:12,9,EPTFUS,89,67,0.753,0.329774,LASNOC,LASCIN,89,29.575,33.3,5.373,42.805,28.777,33.279,116.81,30.411,3.869,221.86,4.885,26.2,1,,,,,,Q3qeJih7eTwR0wmHn2b/pg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_221236.zc,0,0,11.628833,,,2021-08-29,22:12:36,22,2021-08-29,10:12:36,10,EPTFUS,75,66,0.88,0.308488,LASNOC,LASCIN,75,30.038,58.01,5.947,51.264,28.636,35.366,159.044,31.85,4.192,210.84,5.351,15.81,1,,,,,,6BRCeqn/vAVSqvlCenYU+Q==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_220846.zc,0,0,14.86648,,,2021-08-29,22:08:46,22,2021-08-29,10:08:46,10,EPTFUS,72,65,0.903,0.333415,LASNOC,LASCIN,72,29.432,36.7,5.772,44.44,28.624,33.586,172.032,30.438,4.297,273.83,5.312,15.86,1,,,,,,GxHfEw9LT3FNqZ4Za28sgg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_225801.zc,0,0,11.512265,,,2021-08-29,22:58:01,22,2021-08-29,10:58:01,10,EPTFUS,71,63,0.887,0.323694,LASNOC,,71,30.081,46.28,5.128,45.962,28.827,34.355,138.162,31.446,3.494,232.03,4.544,16.72,1,,,,,,qcybZxgYbY0d99HRy4kmBQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_232553.zc,0,0,14.996486,,,2021-08-29,23:25:53,23,2021-08-29,11:25:53,11,EPTFUS,65,62,0.954,0.315953,LASNOC,,65,29.961,48.29,4.138,42.619,29.412,34.094,172.845,30.879,3.146,240.86,3.9,16.25,1,,,,,,ZPdvvE1cK3Nk39QnKPHjCg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210829_215754.zc,0,0,13.191261,,,2021-08-29,21:57:54,21,2021-08-29,9:57:54,9,EPTFUS,77,62,0.805,0.341638,LASNOC,,77,29.328,47.72,5.283,41.6,28.365,32.731,132.07,30.539,3.602,205.33,4.732,21.19,1,,,,,,kyQa2lkjv+AO+zdemRTE2Q==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210830_221209.zc,0,0,11.150586,,,2021-08-30,22:12:09,22,2021-08-30,10:12:09,10,EPTFUS,67,61,0.91,0.376374,LASNOC,,67,29.854,50.64,4.656,42.412,29.146,33.526,160.057,31.239,3.216,170.86,4.305,15.54,1,,,,,,7xrRb76Ld50iK8Gfj4x43Q==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1708 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1708 9.2/Output_noTABR,,SMU01708_20210830_221123.zc,0,0,11.433923,,,2021-08-30,22:11:23,22,2021-08-30,10:11:23,10,EPTFUS,69,61,0.884,0.346154,LASNOC,LASCIN,69,29.498,32.3,5.36,41.865,28.463,32.997,153.499,30.372,3.868,213.55,4.817,16.18,1,,,,,,OUlBjfFBpLzJoJ32aGWucA==,,
