"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_204642.zc","0","0","14.10234","","","2021-09-12","20:46:42","20","2021-09-12","08:46:42","8","EPTFUS","126","117","0.929","0.345006","LASNOC","TADBRA","126","30.532","57.39","4.459","45.67","29.532","34.808","105.156","32.011","3.088","286.96","4.056","33.01","1","","","","","","t4FIvtIArx7p4SOgL3zW3g==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_204722.zc","0","0","14.979558","","","2021-09-12","20:47:22","20","2021-09-12","08:47:22","8","EPTFUS","125","114","0.912","0.331294","LASNOC","TADBRA","125","29.404","88.07","4.662","48.813","28.624","34.887","118.339","31.334","3.412","316.82","4.354","32.92","1","","","","","","yELZOeJpwuooxf9zpjlvOQ==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_205043.zc","0","0","13.069418","","","2021-09-12","20:50:43","20","2021-09-12","08:50:43","8","EPTFUS","151","110","0.728","0.27575","LASNOC","TADBRA","151","29.936","41.6","5.097","41.831","28.9","33.189","87.406","31.048","3.558","213.14","4.581","50.02","1","","","","","","3pP4Y6/L9mwjPXbWCsfRIw==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_204401.zc","0","0","14.959434","","","2021-09-12","20:44:01","20","2021-09-12","08:44:01","8","EPTFUS","109","99","0.908","0.357924","LASNOC","TADBRA","109","29.274","55.83","5.209","48.004","28.206","34.433","127.676","30.919","3.69","249.63","4.765","26.48","1","","","","","","tbVXikYSLuqIEPKPgAiAWA==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_202704.zc","0","0","13.999953","","","2021-09-12","20:27:04","20","2021-09-12","08:27:04","8","EPTFUS","121","99","0.818","0.325167","TADBRA","LASNOC","121","29.904","31.04","5.673","46.132","29.298","34.018","113.455","30.666","4.298","313.75","5.248","31.56","1","","","","","","JfVXgP4pkV4kWEJbGsztNw==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_204838.zc","0","0","14.77181","","","2021-09-12","20:48:38","20","2021-09-12","08:48:38","8","EPTFUS","107","94","0.879","0.345868","LASNOC","TADBRA","107","29.296","57.35","4.519","43.842","28.452","33.391","138.051","30.722","3.179","301.56","4.144","27.1","1","","","","","","g8f3uqf0eXjj8RAai19Y+A==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_205221.zc","0","0","11.46093","","","2021-09-12","20:52:21","20","2021-09-12","08:52:21","8","EPTFUS","113","94","0.832","0.323967","LASNOC","TADBRA","113","29.79","43.29","5.424","46.357","28.424","33.76","108.09","30.957","3.809","188.86","4.867","36.78","1","","","","","","wKozbBtyfMuNjkT4cyqUzQ==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210913_004334.zc","0","0","14.960571","","","2021-09-13","00:43:34","0","2021-09-12","12:43:34","12","EPTFUS","113","93","0.823","0.337594","LASNOC","TADBRA","113","29.128","35.26","5.247","40.012","28.066","31.899","135.348","30.044","3.606","220.41","4.674","31.95","1","","","","","","zZ0OL6yNqjWsOLT2UZqpWw==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210913_004451.zc","0","0","14.414463","","","2021-09-13","00:44:51","0","2021-09-12","12:44:51","12","EPTFUS","114","93","0.816","0.36797","LASNOC","TADBRA","114","28.803","42.9","5.533","43.214","27.853","32.424","126.458","29.988","3.774","297.39","4.98","28.01","1","","","","","","X8AyOUvUKYXfbiN5qMzbZw==","",""
"/Volumes/LAUREN/SERC 2021/Indole 3/2198/Data","/Volumes/LAUREN/SERC 2021/Indole 3/2198/Output","","SMU02198_20210912_205948.zc","0","0","14.997521","","","2021-09-12","20:59:48","20","2021-09-12","08:59:48","8","EPTFUS","105","91","0.867","0.416337","LASNOC","TADBRA","105","28.785","44.46","5.604","44.17","27.887","33.081","128.658","30.01","4.144","216.6","5.156","28.84","1","","","","","","A7Cx55DH5SxfR5L4+7Fs/w==","",""
