INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_215235.zc,0,0,13.992504,,,2021-08-29,21:52:35,21,2021-08-29,9:52:35,9,EPTFUS,139,104,0.748,0.199436,LASNOC,,139,32.128,58.63,5.048,48.54,31.153,37.309,101.369,33.609,3.724,243.98,4.621,38.52,1,,,,,,DhTEHIVhZ+b89QXjOKdw3w==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_231148.zc,0,0,14.94341,,,2021-08-29,23:11:48,23,2021-08-29,11:11:48,11,EPTFUS,105,93,0.886,0.268074,LASNOC,,105,31.053,29.83,5.687,51.211,30.27,36.735,116.131,31.8,4.503,251.26,5.293,28.23,1,,,,,,O9qpSqXGgGpmiUuOeOhHHQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_215639.zc,0,0,14.995056,,,2021-08-29,21:56:39,21,2021-08-29,9:56:39,9,EPTFUS,110,86,0.782,0.236748,,,110,31.436,47.95,4.208,44.547,30.65,35.589,113.612,32.607,3.134,228.66,3.913,35.29,1,,,,,,Pk+1GFizWqaHujlrphJzXQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_222936.zc,0,0,13.659626,,,2021-08-29,22:29:36,22,2021-08-29,10:29:36,10,EPTFUS,124,86,0.694,0.220525,LASNOC,,124,31.147,44.58,5.809,50.419,30.372,36.682,112.794,32.392,4.396,143.95,5.334,33.52,1,,,,,,lKZhgHQWcu6etlShiWEoFw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_215752.zc,0,0,14.990783,,,2021-08-29,21:57:52,21,2021-08-29,9:57:52,9,EPTFUS,90,83,0.922,0.314238,LASNOC,LASCIN,90,31.326,38.11,5.608,51.389,30.647,37.076,124.404,32.247,4.479,270.41,5.243,24.37,1,,,,,,AC7zXIlCsePlg4WY4phrhw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_215539.zc,0,0,12.965862,,,2021-08-29,21:55:39,21,2021-08-29,9:55:39,9,EPTFUS,109,83,0.761,0.256284,LASNOC,,109,31.111,36.55,5.791,47.058,30.163,35.419,109.584,32.075,4.373,216.22,5.283,30.73,1,,,,,,0KdBfwLRQq3SWqzzOYwm5Q==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_220135.zc,0,0,14.990211,,,2021-08-29,22:01:35,22,2021-08-29,10:01:35,10,EPTFUS,97,82,0.845,0.284211,,,97,31.445,38.42,5.257,47.498,30.415,35.742,127.758,32.279,4.05,156.76,4.777,28.45,1,,,,,,vaErWNLaKu8R2wwwABJCZA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210901_025417.zc,0,0,14.996062,,,2021-09-01,2:54:17,2,2021-08-31,14:54:17,14,EPTFUS,97,77,0.794,0.350672,LASNOC,,97,29.401,37.95,5.984,43.822,28.338,33.546,156.775,30.406,4.524,196.66,5.371,28.54,1,,,,,,ZtQZjdVWHdGHwLvXP/LuAA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_223306.zc,0,0,14.997341,,,2021-08-29,22:33:06,22,2021-08-29,10:33:06,10,EPTFUS,103,77,0.748,0.309354,,,103,30.702,34.33,5.442,44.393,29.763,34.345,148.939,31.559,4.079,233.89,4.906,33.77,1,,,,,,+0FfzeXwyu4bbsDrEDy4fA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4672 9.2/Output_noTABR,,SMU04672_20210829_220045.zc,0,0,14.996204,,,2021-08-29,22:00:45,22,2021-08-29,10:00:45,10,EPTFUS,82,75,0.915,0.299601,,,82,31.333,46.3,4.436,43.986,30.608,35.298,125.389,32.418,3.307,223.54,4.117,20.56,1,,,,,,4psjWUSjLf0XEW2nxtFSFQ==,,
