"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210912_211352.zc","0","0","14.993698","","","2021-09-12","21:13:52","21","2021-09-12","09:13:52","9","EPTFUS","66","35","0.53","0.218824","TADBRA","LASNOC","66","29.584","25.16","6.343","41.747","28.586","32.644","157.313","30.223","4.9","199.63","5.762","18.39","1","","","","","","oG9gNfpD+CcSB17J4AV5Xg==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210907_201945.zc","0","0","11.42854","","","2021-09-07","20:19:45","20","2021-09-07","08:19:45","8","EPTFUS","33","25","0.758","0.21655","LASNOC","TADBRA","33","30.339","17.75","5.44","44.76","29.591","33.887","222.819","30.861","4.233","117.32","5.093","12.41","1","","","","","","sHJKfFO0CJN8HMRHOd1D3g==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210903_203558.zc","0","0","12.59575","","","2021-09-03","20:35:58","20","2021-09-03","08:35:58","8","EPTFUS","39","22","0.564","0.144772","TADBRA","","39","33.011","38.04","6.281","51.608","30.778","37.372","174.878","34.402","4.668","-13.44","5.514","11.93","1","","","","","","MStolhUzbRoky515k6l6Tg==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210909_200936.zc","0","0","8.751347","","","2021-09-09","20:09:36","20","2021-09-09","08:09:36","8","EPTFUS","24","18","0.75","0.288583","TADBRA","","24","29.456","66.14","4.618","40.974","28.574","32.791","153.416","30.5","3.593","290.56","4.206","7.86","1","","","","","","nmrGzQ2q3UN0k/6Nw/T0Xg==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210914_234954.zc","0","0","10.228072","","","2021-09-14","23:49:54","23","2021-09-14","11:49:54","11","EPTFUS","30","18","0.6","0.13563","TADBRA","LASNOC","30","31.13","47.12","6.853","54.196","30.407","36.897","204.901","32.104","5.608","182.85","6.496","8.67","1","","","","","","KslAmiebD1uf1oafpBi8Bg==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210912_201224.zc","0","0","9.012845","","","2021-09-12","20:12:24","20","2021-09-12","08:12:24","8","EPTFUS","33","18","0.545","0.224485","TADBRA","LASNOC","33","28.819","19.28","4.87","38.514","28.135","31.102","132.653","29.342","3.445","136.88","4.275","13.35","1","","","","","","1mFB2dcgZZZBCHaVa5zrrA==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210912_211307.zc","0","0","11.663951","","","2021-09-12","21:13:07","21","2021-09-12","09:13:07","9","EPTFUS","21","16","0.762","0.299023","LASNOC","TADBRA","21","29.503","20.14","5.36","39.96","28.701","32.528","128.538","30.169","4.016","170.48","4.893","9.69","1","","","","","","5UEL5sTIIrHyNzsPrDddrw==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210908_221318.zc","0","0","8.912937","","","2021-09-08","22:13:18","22","2021-09-08","10:13:18","10","EPTFUS","21","15","0.714","0.264933","LASNOC","TADBRA","21","28.313","33.28","6.678","41.052","27.333","31.786","152.535","29.111","4.978","206.69","5.918","6.51","1","","","","","","9emNtJcM1nnEFLvrlG+www==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210909_203801.zc","0","0","8.929183","","","2021-09-09","20:38:01","20","2021-09-09","08:38:01","8","EPTFUS","22","15","0.682","0.277419","TADBRA","LASNOC","22","30.427","43","4.319","39.105","28.889","32.459","198.2","31.629","2.59","217.78","3.563","8.48","1","","","","","","Tjion5hJfkSnZBesbBs2Zg==","",""
"/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Data","/Volumes/Maynard/SERC audio 2021/beanDIP/Cville 9.3-9.17/Bat output","","SMU01590_20210904_194939.zc","0","0","7.467062","","","2021-09-04","19:49:39","19","2021-09-04","07:49:39","7","EPTFUS","14","14","1","0.387011","TADBRA","LASCIN","14","26.575","6.98","12.093","26.942","26.204","25.915","798.027","26.656","3.867","-68.68","7.195","3.91","1","","","","","","MICfNQn5vvuC93rTKlxUdg==","",""
