INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210830_205959.zc,0,0,14.480814,,,8/30/21,20:59:59,20,2021-08-30,8:59:59,8,EPTFUS,44,37,0.841,0.183368,LASNOC,,44,32.952,65.8,4.997,50.528,31.317,37.886,270.821,34.346,3.671,186.99,4.479,12.14,1,,,,,,d92NslaDjNYVA+anmDZIpQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210902_045026.zc,0,0,14.998104,,,9/2/21,4:50:26,4,2021-09-01,16:50:26,16,EPTFUS,63,37,0.587,0.203112,LASNOC,LASCIN,63,26.028,16.78,6.956,34.006,25.391,27.439,277.471,26.384,4.983,144.12,6.105,18.55,1,,,,,,TdurdjYyxZ3fk3qTt7bYVQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210829_212306.zc,0,0,15.0022,,,8/29/21,21:23:06,21,2021-08-29,9:23:06,9,EPTFUS,45,34,0.756,0.324493,LASNOC,,45,28.91,40.56,5.365,42.257,28.478,32.771,311.973,29.673,4.238,243.2,5.102,13.54,1,,,,,,3kFkOIUes9JL9GHxHiEMFg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210830_205418.zc,0,0,10.301783,,,8/30/21,20:54:18,20,2021-08-30,8:54:18,8,EPTFUS,38,33,0.868,0.307244,LASNOC,LASCIN,38,29.984,34.91,5.282,47.757,29.263,35.324,136.011,30.792,4.256,186.82,5,11.69,1,,,,,,ugg4L80LjnisYNxboiwwlA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210831_013702.zc,0,0,12.73631,,,8/31/21,1:37:02,1,2021-08-30,13:37:02,13,EPTFUS,33,29,0.879,0.367667,,,33,30.834,25.48,4.714,40.503,30.228,33.562,152.963,31.457,3.389,181.96,4.252,10.46,1,,,,,,p76XHI28Fcxa4fHHWpyKmA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210828_204545.zc,0,0,11.604328,,,8/28/21,20:45:45,20,2021-08-28,8:45:45,8,EPTFUS,40,29,0.725,0.31279,LASNOC,,40,28.842,22.3,5.6,40.382,28.018,32.101,163.98,29.325,4.268,186.69,5.053,13.25,1,,,,,,jdysURn1ITT1yMQ+CtPLxg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210830_210233.zc,0,0,11.670533,,,8/30/21,21:02:33,21,2021-08-30,9:02:33,9,EPTFUS,44,29,0.659,0.300482,LASNOC,LASCIN,44,28.248,36.37,6.032,41.333,27.682,31.734,168.411,29.194,4.41,210.36,5.562,16.54,1,,,,,,plmKZd0jbQH2Lhtug9/opw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210830_204935.zc,0,0,10.854437,,,8/30/21,20:49:35,20,2021-08-30,8:49:35,8,EPTFUS,36,28,0.778,0.318539,LASNOC,LASCIN,36,28.413,23.11,7.682,43.686,27.58,32.096,165.169,28.935,5.997,249.93,6.981,18.3,1,,,,,,hvX3r+Fzu1JGVHqZjWYw4g==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210902_051501.zc,0,0,14.998764,,,9/2/21,5:15:01,5,2021-09-01,17:15:01,17,EPTFUS,55,28,0.509,0.220035,LASNOC,LASCIN,55,26.133,22.26,6.312,36.349,25.527,28.597,253.456,26.525,4.939,190.46,5.805,21.79,1,,,,,,XTYvQ7fT/aRI0+iLoYQBMQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 1/4655 9.2/Output_noTABR,,SMU04655_20210827_210415.zc,0,0,10.196756,,,8/27/21,21:04:15,21,2021-08-27,9:04:15,9,EPTFUS,45,27,0.6,0.330038,LASNOC,LASCIN,45,28.006,24.56,4.819,35.7,27.616,30.421,151.429,28.594,3.439,128.21,4.375,11.57,1,,,,,,SOClhwsPfxfICGcjwuqJKA==,,
