"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210801_210130.zc","0","0","13.301492","","","2021-08-01","21:01:30","21","2021-08-01","09:01:30","9","EPTFUS","126","64","0.508","0.197539","TADBRA","LASNOC","126","28.962","26.56","7.299","41.339","28.063","31.491","114.479","29.595","5.421","214.26","6.359","42.4","1","","","","","","91NelOvcjxsgpi97iF6AQw==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210727_213915.zc","0","0","14.998668","","","2021-07-27","21:39:15","21","2021-07-27","09:39:15","9","EPTFUS","71","57","0.803","0.375257","LASNOC","TADBRA","71","29.289","28.98","5.64","41.838","28.121","32.307","173.233","30.059","4.065","241.95","4.917","24.2","1","","","","","","uCg8R+EfONmOCTBmtPa8Bg==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210728_213514.zc","0","0","14.99089","","","2021-07-28","21:35:14","21","2021-07-28","09:35:14","9","EPTFUS","95","54","0.568","0.231228","TADBRA","LASNOC","95","29.686","26.07","5.26","38.301","28.778","31.739","104.708","30.362","3.605","146.53","4.561","32.96","1","","","","","","s8nYZz5GaJdMKhAZeBXfiw==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210801_210146.zc","0","0","9.193044","","","2021-08-01","21:01:46","21","2021-08-01","09:01:46","9","EPTFUS","118","54","0.458","0.175187","LASNOC","TADBRA","118","29.708","22.72","5.522","43.826","28.901","32.633","83.34","30.304","3.973","206.7","4.858","60.09","1","","","","","","ojpb+JXstm/IzTbh0lqFmA==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210801_210556.zc","0","0","13.951245","","","2021-08-01","21:05:56","21","2021-08-01","09:05:56","9","EPTFUS","96","52","0.542","0.243311","TADBRA","LASNOC","96","29.071","20.55","6.971","42.714","28.305","31.947","142.774","29.601","5.22","211.82","6.17","42.35","1","","","","","","RRPJEAnISopZd29sArW0/g==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210801_210642.zc","0","0","14.990214","","","2021-08-01","21:06:42","21","2021-08-01","09:06:42","9","EPTFUS","103","50","0.485","0.226947","LASNOC","TADBRA","103","28.529","16.55","7.439","40.076","27.75","31.025","141.131","29.054","5.51","226.4","6.567","34.67","1","","","","","","hYX1+fPmZIRUPWFB6hgIpw==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210805_213304.zc","0","0","14.995162","","","2021-08-05","21:33:04","21","2021-08-05","09:33:04","9","EPTFUS","76","49","0.645","0.261107","LASNOC","","76","28.499","31.95","5.295","43.018","27.504","31.995","127.863","29.289","3.677","268.36","4.613","30.02","1","","","","","","1mpn9/LJ9N4yHDYLJK8LMA==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210801_210417.zc","0","0","10.836158","","","2021-08-01","21:04:17","21","2021-08-01","09:04:17","9","EPTFUS","98","49","0.5","0.192519","TADBRA","LASNOC","98","29.736","18.82","5.407","40.66","28.792","31.94","108.431","30.258","3.835","229.68","4.602","38.95","1","","","","","","1lxfC3ldfcGLRKMZ815d4A==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210728_215100.zc","0","0","14.977962","","","2021-07-28","21:51:00","21","2021-07-28","09:51:00","9","EPTFUS","65","46","0.708","0.27739","LASNOC","TADBRA","65","29.269","31.81","5.7","44.263","28.334","33.102","157.049","30.041","4.252","249.06","5.102","22.96","1","","","","","","/oW5qOZ61sAjmL6tqrO/Jw==","",""
"/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Data 6.01.48 PM","/Volumes/Maynard/SERC audio 2021/Wye 7.27-8.8/Bat output","","SMU01801_20210801_210257.zc","0","0","9.112236","","","2021-08-01","21:02:57","21","2021-08-01","09:02:57","9","EPTFUS","95","46","0.484","0.214259","TADBRA","LASNOC","95","29.261","22.42","6.647","40.754","28.342","31.451","104.55","29.824","4.726","202.87","5.665","32.72","1","","","","","","wFpNulckozH11wBlYDMffw==","",""
