"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210828_012736.zc","0","0","12.156645","","","2021-08-28","01:27:36","1","2021-08-27","13:27:36","13","EPTFUS","39","36","0.923","0.292186","LASNOC","TADBRA","39","31.694","59.43","4.587","51.109","30.94","37.546","131.099","33.187","3.437","312.25","4.31","7.17","1","","","","","","X2aN5onnNfzgy5/DGQeLDw==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210831_023759.zc","0","0","12.816154","","","2021-08-31","02:37:59","2","2021-08-30","14:37:59","14","EPTFUS","41","36","0.878","0.314175","TADBRA","","41","30.857","48.83","5.206","53.776","30.437","37.469","136.612","32","4.152","190.84","5.006","9.32","1","","","","","","KIQJhtr6uTLtgEvJZZLDWw==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210829_205429.zc","0","0","14.5164","","","2021-08-29","20:54:29","20","2021-08-29","08:54:29","8","EPTFUS","39","35","0.897","0.300538","TADBRA","","39","30.795","37.98","5.588","51.486","29.82","36.248","113.164","31.792","4.2","265.2","5.1","10.45","1","","","","","","fZnnCJ4c1DxEKY5Z2cGNaQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210828_055923.zc","0","0","15.000576","","","2021-08-28","05:59:23","5","2021-08-27","17:59:23","17","EPTFUS","56","28","0.5","0.285871","LASNOC","","56","27.883","21.48","6.315","40.111","27.154","30.792","221.184","28.469","4.658","244.14","5.653","13.92","1","","","","","","ArtdjyEJBQgrNTlPe9/Yag==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210827_201218.zc","0","0","11.359032","","","2021-08-27","20:12:18","20","2021-08-27","08:12:18","8","EPTFUS","25","23","0.92","0.36999","LASNOC","","25","27.775","34.49","5.65","39.917","27.082","31.443","153.786","28.662","4.218","117.16","5.232","7.59","1","","","","","","MzTzJDM4cZhgkOqCfnVOLA==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210827_224308.zc","0","0","11.358784","","","2021-08-27","22:43:08","22","2021-08-27","10:43:08","10","EPTFUS","23","18","0.783","0.288642","LASNOC","TADBRA","23","31.8","73.69","3.604","44.781","30.966","35.686","155.428","33.631","2.383","289.07","3.303","7.05","1","","","","","","1/8vqFYWOrL+Lymf9mdrkw==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210830_000210.zc","0","0","15.000657","","","2021-08-30","00:02:10","0","2021-08-29","12:02:10","12","EPTFUS","28","17","0.607","0.292298","TADBRA","","28","27.206","28.37","6.692","36.238","26.663","29.812","267.518","27.835","4.995","186.67","6.108","9.08","1","","","","","","Ls/Pl38cg+zvPjlj9qX2Tg==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210827_201121.zc","0","0","13.207039","","","2021-08-27","20:11:21","20","2021-08-27","08:11:21","8","EPTFUS","36","17","0.472","0.255666","TADBRA","","36","27.233","14.42","6.521","32.764","26.325","28.56","213.682","27.707","4.49","87.53","5.563","9.49","1","","","","","","vGxVsW0AgIXimfNqfrehdQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210901_031822.zc","0","0","12.156032","","","2021-09-01","03:18:22","3","2021-08-31","15:18:22","15","EPTFUS","18","16","0.889","0.289939","TADBRA","","18","30.079","16.67","3.477","38.21","29.687","32.706","196.322","30.624","2.626","173.35","3.313","4.48","1","","","","","","+xiAFnXLvyaT/J3LFLpYWw==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Data","/Volumes/Maynard/SERC audio 2021/Indole/4614 9.2/Bat output","","SMU04614_20210829_203523.zc","0","0","10.915769","","","2021-08-29","20:35:23","20","2021-08-29","08:35:23","8","EPTFUS","24","16","0.667","0.236224","TADBRA","","24","30.415","41.13","5.836","42.255","29.45","33.96","140.599","31.338","4.348","191.43","5.203","7.94","1","","","","","","hp3WAa/4cIF9JZPQyfJGFw==","",""
