"","hour","jdate","activity","act2","Wind_speed_max_m.s","Wind_speed_avg_m.s","Rain_Accumulation_mm","Rain_Duration_s","delta.air","Air_Pressure_pascal","Air_Temperature_C","Relative_Humidity_pct","rain.log","air2","delta.air2","deltaair2.log","deltaair2.cube","wind.avg2","rh2"
"17",0,258,101.25,105.25,3.15,2.11666666666667,0.000166666666666667,0.166666666666667,-0.166666666666667,100807,23.6516666666667,86.8916666666667,-1.78577739755051,100818.166666667,-11.1666666666715,NA,NA,4.48027777777778,7550.16173611111
"18",0,259,36.75,74.75,0.908333333333333,0.696666666666667,0,0,0.166666666666667,101007.666666667,23.8,86.54,-6.90775527898214,101014.333333333,-6.66666666665697,NA,NA,0.485344444444444,7489.1716
"19",0,260,8.2,15.8,3.62833333333333,2.06166666666667,0,0,-0.333333333333333,101381.833333333,22.2033333333333,90.5266666666667,-6.90775527898214,101417.5,-35.6666666666715,NA,NA,4.25046944444444,8195.07737777778
"20",0,261,12.2,13.4,1.81333333333333,1.28166666666667,0.000666666666666667,2.83333333333333,-0.333333333333333,101223,21.305,91.0866666666667,1.04180675373555,101261.666666667,-38.6666666666715,NA,NA,1.64266944444444,8296.78084444445
"21",0,262,52,45.4,2.36166666666667,1.91,0,0,0,101163.5,22.7283333333333,77.375,-6.90775527898214,101154.833333333,8.66666666667152,2.15959962731302,2.05408004925006,3.6481,5986.890625
"22",0,263,11.8,5.8,3.55333333333333,2.42,0.00316666666666667,0.833333333333333,0.333333333333333,101676.333333333,20.035,69.515,-0.181122276218472,101657,19.3333333333285,2.96188244467834,2.68391596039957,5.8564,4832.335225
"23",0,264,8.2,9.2,3.91166666666667,2.625,0,0,-0.333333333333333,101860.833333333,20.315,73.9833333333333,-6.90775527898214,101881.833333333,-21,NA,NA,6.890625,5473.53361111111
"24",0,265,104.4,111,3.22333333333333,1.96333333333333,0,0,-1,101388.166666667,21.6666666666667,89.27,-6.90775527898214,101449,-60.8333333333285,NA,NA,3.85467777777778,7969.1329
"25",0,266,6.25,6,9.11,4.7,0.1325,99,-1.33333333333333,100319.166666667,24.4366666666667,82.4116666666667,4.59512995109368,100388.166666667,-69,NA,NA,22.09,6791.68280277778
"26",0,267,6.4,8.2,1.91166666666667,1.51166666666667,0.271833333333333,136.666666666667,-0.166666666666667,100889.166666667,15.065,70.175,4.91755218807664,100912,-22.8333333333285,NA,NA,2.28513611111111,4924.530625
"27",0,268,17.4,7.2,1.46333333333333,1.32333333333333,0,0,-0.166666666666667,101129.666666667,18.33,50.0483333333333,-6.90775527898214,101148.333333333,-18.666666666657,NA,NA,1.75121111111111,2504.83566944444
"28",0,269,6.2,7,3.935,2.39666666666667,0.000166666666666667,0.166666666666667,0.166666666666667,100731.833333333,16.1083333333333,74.7033333333333,-1.78577739755051,100729.166666667,2.66666666665697,0.981204182713163,1.38672254869959,5.74401111111111,5580.58801111111
"29",0,270,12.2,14.4,3.265,2.53166666666667,0,0,0.5,101051,15.8516666666667,68.375,-6.90775527898214,101029,22,3.09108790687074,2.80203933065539,6.40933611111111,4675.140625
"30",1,239,1.5,2,1.21,1.09166666666667,0,0,-0.333333333333333,101184,25.04,88.8516666666667,-6.90775527898214,101201.333333333,-17.3333333333285,NA,NA,1.19173611111111,7894.61866944444
"31",1,240,36.4,26.8,1.91833333333333,1.29333333333333,0,0,-0.333333333333333,101254.5,22.725,92.2983333333333,-6.90775527898214,101306,-51.5,NA,NA,1.67271111111111,8518.98233611111
"32",1,241,8.8,7.4,4.11166666666667,2.29,0,0,-1,101513.5,21.9033333333333,87.6333333333333,-6.90775527898214,101578.5,-65,NA,NA,5.2441,7679.60111111111
"33",1,242,26.2,12.4,1.325,1.13333333333333,0,0,-1.16666666666667,100971.833333333,23.42,87.3116666666667,-6.90775527898214,101013.333333333,-41.5,NA,NA,1.28444444444444,7623.32713611111
"34",1,243,32.2,25.4,2.82,2.08,0,0,-0.5,100315.166666667,22.3466666666667,87.465,-6.90775527898214,100334,-18.8333333333285,NA,NA,4.3264,7650.126225
"35",1,244,17.4,2.5,2.63333333333333,1.96666666666667,0,0,-1.33333333333333,100080.5,25.3016666666667,83.615,-6.90775527898214,100133.166666667,-52.6666666666715,NA,NA,3.86777777777778,6991.468225
"36",1,245,1,0,6.74833333333333,3.48833333333333,0,0,1,99933.1666666667,18.6683333333333,78.0666666666667,-6.90775527898214,99874.3333333333,58.833333333343,4.0747255847281,3.88932723705873,12.1684694444444,6094.40444444444
"37",1,246,12,13.2,3.91666666666667,2.41,0,0,-0.166666666666667,100952.333333333,16.09,70.545,-6.90775527898214,100950.666666667,1.66666666665697,0.511425443832141,1.18563110149439,5.8081,4976.597025
