"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210905_210544.zc","0","0","13.411027","","","2021-09-05","21:05:44","21","2021-09-05","09:05:44","9","EPTFUS","124","111","0.895","0.334076","LASNOC","TADBRA","124","30.383","62.8","5.298","50.498","29.334","36.276","102.266","32.569","3.67","249.8","4.86","25.84","1","","","","","","D69CaVvkuHYloIA00IWbFw==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210908_005600.zc","0","0","15.001455","","","2021-09-08","00:56:00","0","2021-09-07","12:56:00","12","EPTFUS","100","92","0.92","0.343435","LASNOC","TADBRA","100","30.111","73.07","4.984","50.53","28.932","35.738","144.549","32.218","3.48","276.37","4.556","22.45","1","","","","","","qTcMu8ucr9236tl6I2hLtQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210903_231142.zc","0","0","14.60368","","","2021-09-03","23:11:42","23","2021-09-03","11:11:42","11","EPTFUS","108","92","0.852","0.335857","LASNOC","TADBRA","108","29.669","44.38","5.964","51.271","29.041","35.359","135.208","30.719","4.615","297.62","5.567","32.38","1","","","","","","G16uWiEogYjDXJVWFpht7A==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210907_225314.zc","0","0","14.994387","","","2021-09-07","22:53:14","22","2021-09-07","10:53:14","10","EPTFUS","92","86","0.935","0.38031","LASNOC","TADBRA","92","29.702","48.36","5.793","54.598","28.975","36.532","149.122","31.071","4.551","222.93","5.497","23.36","1","","","","","","vVFHRJKooBFllE1XhzMIzQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210905_210608.zc","0","0","13.733174","","","2021-09-05","21:06:08","21","2021-09-05","09:06:08","9","EPTFUS","81","79","0.975","0.347698","LASNOC","TADBRA","81","30.22","62.68","5.28","49.227","29.187","35.884","127.623","32.215","3.764","210.67","4.886","18.51","1","","","","","","mK1RAR2xXbvPALr289O5+w==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210907_210223.zc","0","0","14.996572","","","2021-09-07","21:02:23","21","2021-09-07","09:02:23","9","EPTFUS","99","78","0.788","0.304011","TADBRA","","99","27.336","22.75","7.419","45.739","26.668","31.867","156.184","27.931","5.898","237.88","6.873","31.09","1","","","","","","zITJy6peEXb12kl3XGJmTQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210907_230338.zc","0","0","15.002254","","","2021-09-07","23:03:38","23","2021-09-07","11:03:38","11","EPTFUS","87","77","0.885","0.397177","TADBRA","","87","29.276","45.8","5.607","48.286","28.77","34.761","171.219","30.663","4.295","273.08","5.336","21.02","1","","","","","","HY9e0czhckVKTqm2jVR/5A==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210905_205812.zc","0","0","14.984063","","","2021-09-05","20:58:12","20","2021-09-05","08:58:12","8","EPTFUS","95","77","0.811","0.228373","LASNOC","TADBRA","95","33.446","77.35","3.929","50.31","32.315","38.189","143.175","35.717","2.504","297.29","3.562","24.51","1","","","","","","kyoamNAekn0ggYyvSOD6LA==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210906_201741.zc","0","0","14.994853","","","2021-09-06","20:17:41","20","2021-09-06","08:17:41","8","EPTFUS","98","77","0.786","0.339241","LASNOC","","98","27.994","45.2","5.491","46.617","27.379","32.685","144.9","28.939","4.136","316.25","5.006","23.98","1","","","","","","zKNAAUmtn5msBeUcyvLhjQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210905_211449.zc","0","0","15.001553","","","2021-09-05","21:14:49","21","2021-09-05","09:14:49","9","EPTFUS","85","76","0.894","0.301882","LASNOC","TADBRA","85","30.394","62.88","5.237","50.634","29.319","36.307","123.141","32.514","3.611","215.7","4.8","20.47","1","","","","","","0q/W526FASPzig6bKKST+g==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210906_211823.zc","0","0","14.989884","","","2021-09-06","21:18:23","21","2021-09-06","09:18:23","9","EPTFUS","81","75","0.926","0.328863","LASNOC","TADBRA","81","30.979","80.74","4.556","52.918","29.986","37.437","133.63","33.039","3.215","250.21","4.239","21.48","1","","","","","","Z5OK49iPp2N0l+Obj8eJ5A==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210905_211153.zc","0","0","12.413209","","","2021-09-05","21:11:53","21","2021-09-05","09:11:53","9","EPTFUS","87","75","0.862","0.326583","LASNOC","TADBRA","87","30.377","47.92","4.332","43.719","29.614","34.324","99.349","31.661","3.1","161.02","3.999","27.05","1","","","","","","EQTlMLhnBFNNyvXEnXqMSg==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210907_225432.zc","0","0","14.979964","","","2021-09-07","22:54:32","22","2021-09-07","10:54:32","10","EPTFUS","82","74","0.902","0.323932","LASNOC","TADBRA","82","30.294","77.51","5.119","51.538","29.044","36.187","130.058","32.56","3.655","74.64","4.684","21.17","1","","","","","","sHFzvp5u+mI4AY5Zo4C7cQ==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210905_003215.zc","0","0","14.905105","","","2021-09-05","00:32:15","0","2021-09-04","12:32:15","12","EPTFUS","88","74","0.841","0.328271","TADBRA","","88","27.823","40.94","6.692","43.987","26.994","31.952","175.164","28.811","5.193","233.19","6.19","29.7","1","","","","","","fCJ042rBI3ILkR9SBci/Qg==","",""
"/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Data","/Volumes/Maynard/SERC audio 2021/Indole/1676 9.8/Bat output","","SMU01676_20210908_005829.zc","0","0","14.451562","","","2021-09-08","00:58:29","0","2021-09-07","12:58:29","12","EPTFUS","89","74","0.831","0.316369","TADBRA","LASNOC","89","30.596","24.31","5.865","52.056","29.84","35.904","114.768","31.185","4.514","238.72","5.37","24.48","1","","","","","","zHvY0EsGhpQ9iLlnaBGSow==","",""
