"","jdate","site","hour","activity"
"1125",243,"2207",20,5
"1126",244,"2207",20,3
"1127",263,"2207",20,25
"1128",264,"2207",20,137
"1129",265,"2207",20,38
"1130",266,"2207",20,17
"1131",245,"4604",20,17
"1132",246,"4604",20,26
"1133",247,"4604",20,12
"1134",248,"4604",20,46
"1135",249,"4604",20,44
"1136",250,"4604",20,39
"1137",255,"4604",20,6
"1138",256,"4604",20,12
"1139",257,"4604",20,4
"1140",258,"4604",20,16
"1141",259,"4604",20,2
"1142",260,"4604",20,1
"1143",261,"4604",20,34
"1144",263,"4604",20,1
"1145",264,"4604",20,157
"1146",265,"4604",20,1
"1147",266,"4604",20,19
"1148",239,"4608",20,19
"1149",240,"4608",20,21
"1150",241,"4608",20,7
"1151",242,"4608",20,24
"1152",243,"4608",20,13
"1153",244,"4608",20,1
"1154",267,"4608",20,7
"1155",268,"4608",20,38
"1156",269,"4608",20,16
"1157",270,"4608",20,152
"1158",245,"4614",20,58
"1159",246,"4614",20,15
"1160",247,"4614",20,55
"1161",248,"4614",20,61
"1162",249,"4614",20,132
"1163",250,"4614",20,122
"1164",251,"4614",20,166
"1165",252,"4614",20,35
"1166",255,"4614",20,139
"1167",256,"4614",20,70
"1168",257,"4614",20,158
"1169",258,"4614",20,29
"1170",259,"4614",20,26
"1171",260,"4614",20,7
"1172",261,"4614",20,19
"1173",262,"4614",20,2
"1174",267,"4614",20,1
"1175",268,"4614",20,4
"1176",269,"4614",20,10
"1177",270,"4614",20,15
"1178",239,"4655",20,23
"1179",240,"4655",20,13
"1180",241,"4655",20,16
"1181",242,"4655",20,19
"1182",243,"4655",20,6
"1183",244,"4655",20,3
"1184",263,"4655",20,6
"1185",264,"4655",20,13
"1186",266,"4655",20,12
"1187",245,"4672",20,24
"1188",246,"4672",20,31
"1189",247,"4672",20,103
"1190",248,"4672",20,191
"1191",249,"4672",20,157
"1192",250,"4672",20,184
"1193",251,"4672",20,204
"1194",252,"4672",20,182
"1195",255,"4672",20,216
"1196",256,"4672",20,166
"1197",257,"4672",20,197
"1198",258,"4672",20,163
"1199",259,"4672",20,11
"1200",260,"4672",20,133
"1201",261,"4672",20,39
"1202",262,"4672",20,3
"1203",267,"4672",20,5
"1204",268,"4672",20,28
"1205",269,"4672",20,20
"1206",270,"4672",20,122
"1207",245,"0505",21,8
"1208",246,"0505",21,3
"1209",247,"0505",21,4
"1210",248,"0505",21,102
"1211",249,"0505",21,13
"1212",255,"0505",21,223
"1213",256,"0505",21,210
"1214",257,"0505",21,229
"1215",258,"0505",21,230
"1216",259,"0505",21,76
"1217",260,"0505",21,5
"1218",261,"0505",21,68
"1219",262,"0505",21,7
"1220",263,"0505",21,16
"1221",264,"0505",21,135
"1222",265,"0505",21,28
"1223",266,"0505",21,12
"1224",245,"1676",21,8
"1225",247,"1676",21,1
"1226",248,"1676",21,3
"1227",249,"1676",21,3
"1228",250,"1676",21,3
"1229",251,"1676",21,1
"1230",252,"1676",21,3
"1231",259,"1676",21,92
"1232",260,"1676",21,18
"1233",261,"1676",21,7
"1234",262,"1676",21,2
"1235",263,"1676",21,4
"1236",264,"1676",21,1
"1237",265,"1676",21,3
"1238",266,"1676",21,6
"1239",238,"1708",21,8
"1240",239,"1708",21,2
"1241",240,"1708",21,6
"1242",241,"1708",21,74
"1243",242,"1708",21,50
"1244",243,"1708",21,9
"1245",267,"1708",21,1
"1246",268,"1708",21,18
"1247",269,"1708",21,37
"1248",270,"1708",21,132
"1249",238,"2198",21,4
"1250",239,"2198",21,1
"1251",240,"2198",21,1
"1252",241,"2198",21,1
"1253",242,"2198",21,7
"1254",243,"2198",21,1
"1255",267,"2198",21,3
"1256",268,"2198",21,14
"1257",269,"2198",21,41
"1258",270,"2198",21,38
"1259",238,"2207",21,4
"1260",239,"2207",21,2
"1261",240,"2207",21,4
"1262",241,"2207",21,4
"1263",242,"2207",21,9
"1264",243,"2207",21,1
"1265",263,"2207",21,13
"1266",264,"2207",21,132
"1267",265,"2207",21,100
"1268",266,"2207",21,10
"1269",245,"4604",21,7
"1270",246,"4604",21,3
"1271",247,"4604",21,11
"1272",248,"4604",21,47
"1273",249,"4604",21,64
"1274",250,"4604",21,45
"1275",255,"4604",21,7
"1276",256,"4604",21,7
"1277",257,"4604",21,2
"1278",258,"4604",21,11
"1279",259,"4604",21,4
"1280",260,"4604",21,31
"1281",261,"4604",21,40
"1282",262,"4604",21,3
"1283",263,"4604",21,10
"1284",264,"4604",21,212
"1285",266,"4604",21,15
"1286",239,"4608",21,34
"1287",240,"4608",21,9
"1288",241,"4608",21,27
"1289",242,"4608",21,38
"1290",243,"4608",21,50
"1291",244,"4608",21,1
"1292",267,"4608",21,7
"1293",268,"4608",21,29
"1294",269,"4608",21,12
"1295",270,"4608",21,133
"1296",245,"4614",21,25
"1297",246,"4614",21,10
"1298",247,"4614",21,85
"1299",248,"4614",21,156
"1300",249,"4614",21,104
"1301",250,"4614",21,105
"1302",251,"4614",21,196
"1303",252,"4614",21,15
"1304",255,"4614",21,211
"1305",256,"4614",21,39
"1306",257,"4614",21,96
"1307",258,"4614",21,24
"1308",259,"4614",21,8
"1309",260,"4614",21,4
"1310",261,"4614",21,9
"1311",262,"4614",21,3
"1312",267,"4614",21,1
"1313",268,"4614",21,5
"1314",269,"4614",21,11
"1315",270,"4614",21,21
"1316",239,"4655",21,15
"1317",240,"4655",21,9
"1318",241,"4655",21,23
"1319",242,"4655",21,16
"1320",243,"4655",21,4
"1321",244,"4655",21,1
"1322",263,"4655",21,7
"1323",264,"4655",21,6
"1324",266,"4655",21,11
"1325",245,"4672",21,43
"1326",246,"4672",21,9
"1327",247,"4672",21,48
"1328",248,"4672",21,166
"1329",249,"4672",21,206
"1330",250,"4672",21,215
"1331",251,"4672",21,209
"1332",252,"4672",21,28
"1333",255,"4672",21,220
"1334",256,"4672",21,174
"1335",257,"4672",21,70
"1336",258,"4672",21,197
"1337",259,"4672",21,12
"1338",260,"4672",21,90
"1339",261,"4672",21,72
"1340",262,"4672",21,4
"1341",267,"4672",21,11
"1342",268,"4672",21,17
"1343",269,"4672",21,18
"1344",270,"4672",21,23
"1345",245,"0505",22,19
"1346",246,"0505",22,11
"1347",247,"0505",22,12
"1348",248,"0505",22,19
"1349",249,"0505",22,9
"1350",255,"0505",22,232
"1351",256,"0505",22,153
"1352",257,"0505",22,221
"1353",258,"0505",22,227
"1354",259,"0505",22,133
"1355",260,"0505",22,74
"1356",261,"0505",22,4
"1357",262,"0505",22,11
"1358",263,"0505",22,7
"1359",264,"0505",22,108
"1360",265,"0505",22,61
"1361",266,"0505",22,43
"1362",245,"1676",22,16
"1363",246,"1676",22,1
"1364",247,"1676",22,3
"1365",248,"1676",22,7
"1366",249,"1676",22,3
"1367",250,"1676",22,10
"1368",251,"1676",22,2
"1369",252,"1676",22,3
"1370",259,"1676",22,79
"1371",260,"1676",22,7
"1372",261,"1676",22,5
"1373",262,"1676",22,4
"1374",263,"1676",22,3
"1375",264,"1676",22,2
"1376",265,"1676",22,4
"1377",266,"1676",22,8
"1378",238,"1708",22,1
"1379",239,"1708",22,2
"1380",240,"1708",22,12
"1381",241,"1708",22,96
"1382",242,"1708",22,71
"1383",243,"1708",22,6
"1384",267,"1708",22,3
"1385",268,"1708",22,4
"1386",269,"1708",22,25
"1387",270,"1708",22,143
"1388",238,"2198",22,1
"1389",239,"2198",22,4
"1390",240,"2198",22,7
"1391",241,"2198",22,1
"1392",242,"2198",22,6
"1393",267,"2198",22,2
"1394",268,"2198",22,7
"1395",269,"2198",22,11
"1396",270,"2198",22,61
"1397",239,"2207",22,3
"1398",240,"2207",22,6
"1399",241,"2207",22,5
"1400",242,"2207",22,4
"1401",243,"2207",22,1
"1402",263,"2207",22,12
"1403",264,"2207",22,123
"1404",265,"2207",22,73
"1405",266,"2207",22,10
"1406",245,"4604",22,18
"1407",246,"4604",22,5
"1408",247,"4604",22,17
"1409",248,"4604",22,25
"1410",249,"4604",22,15
"1411",250,"4604",22,41
"1412",255,"4604",22,7
"1413",256,"4604",22,5
"1414",257,"4604",22,29
"1415",258,"4604",22,28
"1416",260,"4604",22,30
"1417",261,"4604",22,27
"1418",262,"4604",22,7
"1419",263,"4604",22,20
"1420",264,"4604",22,228
"1421",266,"4604",22,11
"1422",239,"4608",22,85
"1423",240,"4608",22,9
"1424",241,"4608",22,8
"1425",242,"4608",22,49
"1426",267,"4608",22,1
"1427",268,"4608",22,13
"1428",269,"4608",22,14
"1429",270,"4608",22,127
"1430",245,"4614",22,13
"1431",246,"4614",22,11
"1432",247,"4614",22,205
"1433",248,"4614",22,164
"1434",249,"4614",22,21
"1435",250,"4614",22,151
"1436",251,"4614",22,181
"1437",252,"4614",22,24
"1438",255,"4614",22,23
"1439",256,"4614",22,16
"1440",257,"4614",22,47
"1441",258,"4614",22,70
"1442",259,"4614",22,9
"1443",260,"4614",22,10
"1444",261,"4614",22,10
"1445",262,"4614",22,8
"1446",267,"4614",22,4
"1447",268,"4614",22,2
"1448",269,"4614",22,13
"1449",270,"4614",22,68
"1450",239,"4655",22,25
"1451",240,"4655",22,13
"1452",241,"4655",22,9
"1453",242,"4655",22,7
"1454",243,"4655",22,5
"1455",263,"4655",22,3
"1456",264,"4655",22,5
"1457",266,"4655",22,3
"1458",245,"4672",22,32
"1459",246,"4672",22,22
"1460",247,"4672",22,43
"1461",248,"4672",22,144
"1462",249,"4672",22,122
"1463",250,"4672",22,227
"1464",251,"4672",22,229
"1465",252,"4672",22,116
"1466",255,"4672",22,192
"1467",256,"4672",22,130
"1468",257,"4672",22,88
"1469",258,"4672",22,119
"1470",259,"4672",22,21
"1471",260,"4672",22,28
"1472",261,"4672",22,75
"1473",262,"4672",22,12
"1474",267,"4672",22,4
"1475",268,"4672",22,9
"1476",269,"4672",22,16
"1477",270,"4672",22,55
"1478",245,"0505",23,13
"1479",246,"0505",23,13
"1480",247,"0505",23,5
"1481",248,"0505",23,72
"1482",249,"0505",23,8
"1483",255,"0505",23,234
"1484",256,"0505",23,140
"1485",257,"0505",23,233
"1486",258,"0505",23,123
"1487",259,"0505",23,19
"1488",260,"0505",23,19
"1489",261,"0505",23,37
"1490",262,"0505",23,9
"1491",263,"0505",23,17
"1492",264,"0505",23,105
"1493",265,"0505",23,5
"1494",266,"0505",23,8
"1495",245,"1676",23,16
"1496",246,"1676",23,9
"1497",247,"1676",23,3
"1498",248,"1676",23,2
"1499",249,"1676",23,5
"1500",250,"1676",23,2
"1501",251,"1676",23,6
"1502",252,"1676",23,11
"1503",259,"1676",23,25
"1504",260,"1676",23,17
"1505",261,"1676",23,4
"1506",262,"1676",23,5
"1507",263,"1676",23,4
"1508",264,"1676",23,139
"1509",265,"1676",23,4
"1510",266,"1676",23,6
"1511",238,"1708",23,2
"1512",239,"1708",23,2
"1513",240,"1708",23,3
"1514",241,"1708",23,32
"1515",242,"1708",23,15
"1516",243,"1708",23,9
"1517",267,"1708",23,2
"1518",268,"1708",23,8
"1519",269,"1708",23,8
"1520",270,"1708",23,123
"1521",238,"2198",23,7
"1522",239,"2198",23,12
"1523",240,"2198",23,27
"1524",241,"2198",23,8
"1525",242,"2198",23,4
"1526",243,"2198",23,1
"1527",267,"2198",23,6
"1528",268,"2198",23,12
"1529",269,"2198",23,29
"1530",270,"2198",23,35
"1531",238,"2207",23,1
"1532",239,"2207",23,3
"1533",240,"2207",23,2
"1534",241,"2207",23,4
"1535",242,"2207",23,6
"1536",243,"2207",23,5
"1537",263,"2207",23,14
"1538",264,"2207",23,139
"1539",265,"2207",23,13
"1540",266,"2207",23,6
"1541",245,"4604",23,12
"1542",246,"4604",23,42
"1543",247,"4604",23,81
"1544",248,"4604",23,26
"1545",249,"4604",23,10
"1546",250,"4604",23,33
"1547",255,"4604",23,6
"1548",256,"4604",23,4
"1549",257,"4604",23,9
"1550",258,"4604",23,44
"1551",259,"4604",23,1
"1552",260,"4604",23,3
"1553",261,"4604",23,31
"1554",262,"4604",23,3
"1555",263,"4604",23,6
"1556",264,"4604",23,135
"1557",266,"4604",23,12
"1558",239,"4608",23,119
"1559",240,"4608",23,2
"1560",241,"4608",23,10
"1561",242,"4608",23,81
"1562",243,"4608",23,2
"1563",244,"4608",23,1
"1564",267,"4608",23,15
"1565",268,"4608",23,2
"1566",269,"4608",23,13
"1567",270,"4608",23,142
"1568",245,"4614",23,11
"1569",246,"4614",23,15
"1570",247,"4614",23,194
"1571",248,"4614",23,100
"1572",249,"4614",23,18
"1573",250,"4614",23,127
"1574",251,"4614",23,126
"1575",252,"4614",23,15
"1576",255,"4614",23,28
"1577",256,"4614",23,22
"1578",257,"4614",23,33
"1579",258,"4614",23,61
"1580",259,"4614",23,9
"1581",260,"4614",23,8
"1582",261,"4614",23,4
"1583",262,"4614",23,4
"1584",267,"4614",23,7
"1585",268,"4614",23,7
"1586",269,"4614",23,10
"1587",270,"4614",23,142
"1588",239,"4655",23,5
"1589",241,"4655",23,6
"1590",242,"4655",23,10
"1591",263,"4655",23,5
"1592",264,"4655",23,37
"1593",265,"4655",23,2
"1594",266,"4655",23,9
"1595",245,"4672",23,19
"1596",246,"4672",23,16
"1597",247,"4672",23,156
"1598",248,"4672",23,24
"1599",249,"4672",23,66
"1600",250,"4672",23,185
"1601",251,"4672",23,224
"1602",252,"4672",23,21
"1603",255,"4672",23,200
"1604",256,"4672",23,82
"1605",257,"4672",23,146
"1606",258,"4672",23,71
"1607",259,"4672",23,25
"1608",260,"4672",23,20
"1609",261,"4672",23,151
"1610",262,"4672",23,8
"1611",267,"4672",23,6
"1612",268,"4672",23,6
"1613",269,"4672",23,12
"1614",270,"4672",23,9
