INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_234228.zc,0,0,10.33117,,,2021-08-30,23:42:28,23,2021-08-30,11:42:28,11,EPTFUS,115,101,0.878,0.28142,LASNOC,LASCIN,115,31.145,74.88,5.234,50.891,28.861,36.289,80.098,33.228,3.356,187.85,4.521,25.07,1,,,,,,OZk6zTcMykR3H8mClPdzjg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_202835.zc,0,0,14.477804,,,2021-08-30,20:28:35,20,2021-08-30,8:28:35,8,EPTFUS,80,74,0.925,0.32836,LASNOC,LASCIN,80,30.983,61.07,5.405,49.92,29.741,36.219,163.998,32.738,3.764,279.54,4.872,15.41,1,,,,,,mEtujLXR/a6pTJ3FVnD1cA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_220005.zc,0,0,14.425563,,,2021-08-30,22:00:05,22,2021-08-30,10:00:05,10,EPTFUS,78,69,0.885,0.356306,LASNOC,LASCIN,78,29.981,57.8,6.002,51.177,28.986,35.574,180.959,31.796,4.306,150.55,5.533,18.81,1,,,,,,sKe+cctV6f8gPwCu+zdyZA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210829_202906.zc,0,0,12.951862,,,2021-08-29,20:29:06,20,2021-08-29,8:29:06,8,EPTFUS,72,66,0.917,0.329737,LASNOC,LASCIN,72,28.865,57.07,6.88,55.391,27.652,36.042,117.406,30.632,5.099,207.84,6.4,15.24,1,,,,,,874HiSf1WAqg3VO6DWn5YQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210828_011054.zc,0,0,12.07668,,,2021-08-28,1:10:54,1,2021-08-27,13:10:54,13,EPTFUS,69,64,0.928,0.341621,LASNOC,LASCIN,69,30.748,46.86,6.162,51.904,29.912,36.503,111.521,32.021,4.816,282.66,5.76,16.29,1,,,,,,2ULAcs6EM2aV1zZExzzOtw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_221717.zc,0,0,13.105277,,,2021-08-30,22:17:17,22,2021-08-30,10:17:17,10,EPTFUS,67,63,0.94,0.407238,LASNOC,LASCIN,67,30.502,72.66,5.086,56.434,29.91,37.907,137.854,32.582,3.685,284.35,4.838,15.44,1,,,,,,9RX4Nwq6lkkpTYsvdF9TlQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_204954.zc,0,0,13.757256,,,2021-08-30,20:49:54,20,2021-08-30,8:49:54,8,EPTFUS,76,63,0.829,0.147367,LASNOC,,76,31.579,54.6,5.938,54.181,30.675,38.15,130.366,33.486,4.547,256.5,5.617,16.14,1,,,,,,vuNu7zSR1EC92pReyC0Pig==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210901_030104.zc,0,0,14.995072,,,2021-09-01,3:01:04,3,2021-08-31,15:01:04,15,EPTFUS,63,62,0.984,0.314458,LASNOC,LASCIN,63,31.938,76.57,5.422,52.321,29.941,37.77,181.707,34.385,3.503,174.94,4.674,12.42,1,,,,,,97c+psgOP/AoGbmqvjX+dw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_213633.zc,0,0,15.003362,,,2021-08-30,21:36:33,21,2021-08-30,9:36:33,9,EPTFUS,75,62,0.827,0.385883,LASNOC,LASCIN,75,29.691,46.59,5.317,40.846,28.928,32.867,158.469,31.028,3.53,225.97,4.786,20.33,1,,,,,,NC21ENb5iRWKixrzWRG1sw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/0505 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/0505 9.2/Output_noTABR,,SMU00505_20210830_203142.zc,0,0,14.998153,,,2021-08-30,20:31:42,20,2021-08-30,8:31:42,8,EPTFUS,74,60,0.811,0.351381,LASNOC,,74,29.507,31.49,4.797,40.034,28.787,32.639,198.593,30.339,3.559,199.3,4.407,20.72,1,,,,,,avrLRzFOObF7on7Y+2FqAw==,,
