INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210905_210544.zc,0,0,13.411027,,,9/5/21,21:05:44,21,2021-09-05,9:05:44,9,EPTFUS,124,116,0.935,0.354134,LASNOC,LASCIN,124,30.383,62.8,5.298,50.498,29.334,36.276,102.266,32.569,3.67,249.8,4.86,25.84,1,,,,,,p+1s59/0a05skQC+2jsszw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210903_231142.zc,0,0,14.60368,,,9/3/21,23:11:42,23,2021-09-03,11:11:42,11,EPTFUS,108,93,0.861,0.363727,LASNOC,LASCIN,108,29.669,44.38,5.964,51.271,29.041,35.359,135.208,30.719,4.615,297.62,5.567,32.38,1,,,,,,SNgAPrAI2AeP+q445taR6w==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210908_005600.zc,0,0,15.001455,,,9/8/21,0:56:00,0,2021-09-07,12:56:00,12,EPTFUS,100,90,0.9,0.361336,LASNOC,LASCIN,100,30.111,73.07,4.984,50.53,28.932,35.738,144.549,32.218,3.48,276.37,4.556,22.45,1,,,,,,FUTdMwibbPD2OE+7u8pO+g==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210907_225314.zc,0,0,14.994387,,,9/7/21,22:53:14,22,2021-09-07,10:53:14,10,EPTFUS,92,87,0.946,0.388134,LASNOC,LASCIN,92,29.702,48.36,5.793,54.598,28.975,36.532,149.122,31.071,4.551,222.93,5.497,23.36,1,,,,,,bNxUtsx0bKlVuvgBXU7V5w==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210905_205812.zc,0,0,14.984073,,,9/5/21,20:58:12,20,2021-09-05,8:58:12,8,EPTFUS,95,83,0.874,0.26082,LASNOC,,95,33.446,77.35,3.929,50.31,32.315,38.189,143.175,35.717,2.504,297.29,3.562,24.51,1,,,,,,andmqRmQJaHw37L3FQ9mxQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210907_223955.zc,0,0,14.996937,,,9/7/21,22:39:55,22,2021-09-07,10:39:55,10,EPTFUS,91,80,0.879,0.33822,LASNOC,LASCIN,91,29.058,23.24,8.735,52.611,28.433,34.89,141.396,29.727,6.956,236.28,8.117,24.63,1,,,,,,2jRVbWVo0bF7FvX4+z8KUw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210908_005829.zc,0,0,14.451562,,,9/8/21,0:58:29,0,2021-09-07,12:58:29,12,EPTFUS,89,79,0.888,0.384864,LASNOC,LASCIN,89,30.596,24.31,5.865,52.056,29.84,35.904,114.768,31.185,4.514,238.72,5.37,24.48,1,,,,,,+fKMLcmKVasS9pLqPkGY4A==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210906_211823.zc,0,0,14.989717,,,9/6/21,21:18:23,21,2021-09-06,9:18:23,9,EPTFUS,81,78,0.963,0.343513,LASNOC,LASCIN,81,30.979,80.74,4.556,52.918,29.986,37.437,133.63,33.039,3.215,250.21,4.239,21.48,1,,,,,,F6LQYYiZBuIwy6Wacr1XJA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210905_211449.zc,0,0,15.001476,,,9/5/21,21:14:49,21,2021-09-05,9:14:49,9,EPTFUS,85,78,0.918,0.311906,LASNOC,LASCIN,85,30.394,62.88,5.237,50.634,29.319,36.307,123.141,32.514,3.611,215.7,4.8,20.47,1,,,,,,D9TS5mStljHeAG73PJ+fzw==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1676 9.8/Output (no TABR),,SMU01676_20210905_210608.zc,0,0,13.733174,,,9/5/21,21:06:08,21,2021-09-05,9:06:08,9,EPTFUS,81,77,0.951,0.352719,LASNOC,LASCIN,81,30.22,62.68,5.28,49.227,29.187,35.884,127.623,32.215,3.764,210.67,4.886,18.51,1,,,,,,VRnwp+vS5mWu9ozcNsAOhg==,,
