INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193434.zc,0,0,10.82019,,,9/27/21,19:34:34,19,2021-09-27,7:34:34,7,EPTFUS,118,78,0.661,0.313919,LASNOC,,118,28.89,20.87,5.684,41.4,27.974,32.064,92.073,29.518,4.076,205.5,4.975,53.76,1,,,,,,6X6rwIYiTzUV5w1jWAYQjQ==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193505.zc,0,0,11.999144,,,9/27/21,19:35:05,19,2021-09-27,7:35:05,7,EPTFUS,113,72,0.637,0.263351,LASNOC,LASCIN,113,28.392,22.89,6.513,41.721,27.638,31.674,110.231,28.94,4.842,204.01,5.829,29.71,1,,,,,,icSE5flgtYS5oFJQnzAxcg==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_191606.zc,0,0,14.988568,,,9/27/21,19:16:06,19,2021-09-27,7:16:06,7,EPTFUS,95,66,0.695,0.254387,LASNOC,LASCIN,95,26.204,21.68,6.401,35.35,25.514,28.388,161.844,26.75,4.877,194.43,5.836,26.81,1,,,,,,cNSA8dGAH0lgtkfbhQZsLQ==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193403.zc,0,0,9.206854,,,9/27/21,19:34:03,19,2021-09-27,7:34:03,7,EPTFUS,117,65,0.556,0.256387,LASNOC,,117,28.963,35.08,5.911,40.474,27.956,31.627,83.606,29.947,4.037,184.66,5.061,39.18,1,,,,,,ITC8J7mzQYDjrj8xTg/uZg==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_192502.zc,0,0,12.764243,,,9/27/21,19:25:02,19,2021-09-27,7:25:02,7,EPTFUS,104,64,0.615,0.291045,LASNOC,LASCIN,104,28.16,17.74,5.817,40.049,27.354,30.862,124.063,28.716,4.202,237.29,5.147,29.24,1,,,,,,mCwSNsU20hjv3Z1+l9Cu1g==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193159.zc,0,0,11.402288,,,9/27/21,19:31:59,19,2021-09-27,7:31:59,7,EPTFUS,121,59,0.488,0.229457,LASNOC,LASCIN,121,28.935,18.72,5.791,37.983,27.87,30.935,99.898,29.415,3.881,148.18,4.83,44.36,1,,,,,,6XaIwSEtrt+Rs69bieIAvw==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193246.zc,0,0,14.767344,,,9/27/21,19:32:46,19,2021-09-27,7:32:46,7,EPTFUS,127,57,0.449,0.242065,LASNOC,LASCIN,127,28.539,19.38,5.38,36.208,27.712,30.38,121.668,29.065,3.649,174.55,4.572,45.52,1,,,,,,CTGdMS5ez/uxzfHFoNHMoA==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193215.zc,0,0,13.023889,,,9/27/21,19:32:15,19,2021-09-27,7:32:15,7,EPTFUS,117,56,0.479,0.243267,LASNOC,LASCIN,117,28.662,24.81,4.749,36.699,27.91,30.794,111.086,29.226,3.229,206.36,4.118,43.41,1,,,,,,OY+eVph5IJP/oF/wQTlvCg==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193520.zc,0,0,14.23589,,,9/27/21,19:35:20,19,2021-09-27,7:35:20,7,EPTFUS,124,56,0.452,0.259016,LASNOC,LASCIN,124,28.879,29.11,5.671,39.017,28.022,31.455,115.487,29.513,4.137,165.17,4.99,44.38,1,,,,,,S/7E0XaUnJCLIQJMFdfDxw==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_205538.zc,0,0,14.966547,,,9/27/21,20:55:38,20,2021-09-27,8:55:38,8,EPTFUS,83,55,0.663,0.318041,LASNOC,LASCIN,83,28.446,25.3,5.432,39.741,27.902,31.483,176.882,28.983,4.125,227.09,5.042,26.9,1,,,,,,4RO0tGwnS8eXS4DAikrfPA==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_192706.zc,0,0,14.52731,,,9/27/21,19:27:06,19,2021-09-27,7:27:06,7,EPTFUS,137,54,0.394,0.222235,LASNOC,LASCIN,137,28.021,19.58,6.264,37.634,27.232,29.851,114.201,28.45,4.565,206.35,5.497,49.73,1,,,,,,SICZsDDoJUw9QLVfNdXd8w==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193551.zc,0,0,11.112815,,,9/27/21,19:35:51,19,2021-09-27,7:35:51,7,EPTFUS,108,51,0.472,0.234113,LASNOC,LASCIN,108,28.654,26.71,5.882,37.199,27.709,30.551,108.773,29.293,4.265,122.14,5.113,41.07,1,,,,,,LyfxlrffBzcDtJK2pGTGWQ==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_192650.zc,0,0,14.746119,,,9/27/21,19:26:50,19,2021-09-27,7:26:50,7,EPTFUS,116,48,0.414,0.253295,LASNOC,LASCIN,116,28.155,18.34,5.861,36.388,27.312,29.903,133.964,28.661,4.123,181.91,5.076,41.11,1,,,,,,KHc8BbVdUZtj64sU6lWM3A==,,
/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Data,/Volumes/LAUREN/SERC 2021/Farnesene 2/4672_c/Output_noTABR,,SMU04672_20210927_193347.zc,0,0,14.463169,,,9/27/21,19:33:47,19,2021-09-27,7:33:47,7,EPTFUS,96,46,0.479,0.220923,LASNOC,LASCIN,96,28.891,30.83,5.125,36.537,28.003,30.56,158.688,29.564,3.463,163.39,4.435,36.03,1,,,,,,fn+8jWb4zqD+tVXKGgw7zQ==,,
