INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210831_022556.zc,0,0,15.001398,,,2021-08-31,2:25:56,2,2021-08-30,14:25:56,14,EPTFUS,91,82,0.901,0.413061,LASNOC,LASCIN,91,31.01,59.2,4.945,58.138,30.57,38.12,154.914,32.525,3.699,477,4.702,21.23,1,,,,,,89itnWS5+X3ODhTgPjtfxg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210830_224902.zc,0,0,15.001591,,,2021-08-30,22:49:02,22,2021-08-30,10:49:02,10,EPTFUS,80,77,0.962,0.318238,LASNOC,LASCIN,80,30.699,50.18,5.62,51.922,30.063,36.911,120.316,32.027,4.43,287.37,5.338,22.16,1,,,,,,XZbgwZyVfDnAonAr8jM/jw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210830_214529.zc,0,0,13.839644,,,2021-08-30,21:45:29,21,2021-08-30,9:45:29,9,EPTFUS,96,77,0.802,0.27647,LASNOC,,96,30.491,42.26,4.539,49.003,29.775,35.863,137.004,31.365,3.458,261.97,4.265,23.52,1,,,,,,/PWffP5OdyCj5Dn3BhcCeg==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210831_014144.zc,0,0,14.92101,,,2021-08-31,1:41:44,1,2021-08-30,13:41:44,13,EPTFUS,99,77,0.778,0.388819,LASNOC,LASCIN,99,28.15,35.67,5.904,43.344,27.441,32.142,123.48,29.065,4.342,247.28,5.398,34.25,1,,,,,,RhfRfXgNZAOPeo4IWJQ2Sw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210829_001911.zc,0,0,14.999932,,,2021-08-29,0:19:11,0,2021-08-28,12:19:11,12,EPTFUS,82,76,0.927,0.339642,LASNOC,LASCIN,82,30.551,44.85,4.951,47.186,29.843,35.303,152.367,31.652,3.731,233.3,4.614,19.2,1,,,,,,qZYfJnWOxt5Vx/TzxQqveA==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210830_224742.zc,0,0,14.997394,,,2021-08-30,22:47:42,22,2021-08-30,10:47:42,10,EPTFUS,84,76,0.905,0.301707,LASNOC,,84,30.34,67.46,5.004,47.374,29.1,35.369,175.445,32.129,3.491,234.77,4.515,22.9,1,,,,,,Q2JC5Q7dAXm0ia/JVeKHrQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210831_010245.zc,0,0,13.765713,,,2021-08-31,1:02:45,1,2021-08-30,13:02:45,13,EPTFUS,87,76,0.874,0.400128,LASNOC,LASCIN,87,29.239,37.55,5.996,49.152,28.53,34.401,151.956,30.345,4.55,302.05,5.576,18.35,1,,,,,,h05E3U5FuR3/Jg5KbiQG6w==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210831_033024.zc,0,0,13.629716,,,2021-08-31,3:30:24,3,2021-08-30,15:30:24,15,EPTFUS,102,74,0.725,0.368949,LASNOC,LASCIN,102,28.723,48.61,6.33,49.461,27.644,33.859,121.018,30,4.635,170.17,5.725,30.09,1,,,,,,PADy7EXWbAQSfmmXN9uuXQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210831_010016.zc,0,0,15.002494,,,2021-08-31,1:00:16,1,2021-08-30,13:00:16,13,EPTFUS,81,71,0.877,0.398121,LASNOC,LASCIN,81,29.199,40.7,5.489,45.038,28.593,33.65,154.941,30.347,4.105,262.23,5.153,17.34,1,,,,,,0/Q/H/JDqa2g7sxCZeOZ/g==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210831_023350.zc,0,0,15.00335,,,2021-08-31,2:33:50,2,2021-08-30,14:33:50,14,EPTFUS,84,70,0.833,0.388547,LASNOC,LASCIN,84,29.93,35.89,4.55,42.125,29.27,33.414,170.511,30.701,3.38,196.51,4.241,23.84,1,,,,,,gnzZB85HQKBn3FehrmmRRQ==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210830_213441.zc,0,0,15.003572,,,2021-08-30,21:34:41,21,2021-08-30,9:34:41,9,EPTFUS,90,70,0.778,0.291729,LASNOC,LASCIN,90,29.084,40.14,5.819,46.476,28.216,33.801,104.924,30.214,4.282,209.09,5.311,22.8,1,,,,,,APJnKqmnYwvrR8++oyXXxw==,,
/Volumes/LAUREN/SERC 2021/Indole 1/1676 9.2/Data,/Volumes/LAUREN/SERC 2021/Indole 3/1676 9.2/Output_noTABR,,SMU01676_20210828_021543.zc,0,0,14.999448,,,2021-08-28,2:15:43,2,2021-08-27,14:15:43,14,EPTFUS,83,69,0.831,0.340141,LASNOC,LASCIN,83,30.35,40.67,4.425,42.754,29.874,34.004,170.066,31.221,3.3,226.46,4.158,18.8,1,,,,,,4oHBggrsaIH/sTr6b8I9tQ==,,
