"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_212800.zc","0","0","11.952111","","","2021-07-04","21:28:00","21","2021-07-04","09:28:00","9","EPTFUS","114","73","0.64","0.19214","LASNOC","TADBRA","114","30.653","40.9","5.894","52.019","29.73","35.747","118.273","31.632","4.483","323.22","5.308","29.72","1","","","","","","e3jeaRFL2fZ9QrVaIBVWyQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_231028.zc","0","0","11.801657","","","2021-07-06","23:10:28","23","2021-07-06","11:10:28","11","EPTFUS","48","40","0.833","0.27709","LASNOC","","48","27.75","15.64","6.759","44.112","26.907","31.993","130.622","28.319","5.289","221.4","6.187","15.57","1","","","","","","Auj8DTc1vv9Fr2GRLZCoTg==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_213116.zc","0","0","14.98351","","","2021-07-04","21:31:16","21","2021-07-04","09:31:16","9","EPTFUS","65","38","0.585","0.201743","TADBRA","LASNOC","65","28.985","37.9","5.549","41.021","27.967","31.423","140.482","29.989","3.961","219.76","4.889","17.6","1","","","","","","+loQ/lWjWjQAl8BMaa2Dug==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_213216.zc","0","0","14.997005","","","2021-07-04","21:32:16","21","2021-07-04","09:32:16","9","EPTFUS","63","31","0.492","0.179668","TADBRA","LASNOC","63","28.507","30.69","6.777","38.746","27.52","30.069","273.894","29.076","4.948","185.05","5.88","18.43","1","","","","","","K0lrZH6Nv6zpTIwaKqFIdw==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_213404.zc","0","0","14.245222","","","2021-07-04","21:34:04","21","2021-07-04","09:34:04","9","EPTFUS","41","26","0.634","0.274784","LASNOC","TADBRA","41","29.645","29.81","4.836","39.369","28.808","32.223","231.195","30.158","3.569","167.23","4.296","14.29","1","","","","","","wWp6CoEcjUy9srnn4SDOmA==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_213132.zc","0","0","14.999185","","","2021-07-04","21:31:32","21","2021-07-04","09:31:32","9","EPTFUS","54","23","0.426","0.144679","TADBRA","","54","31.105","44.94","3.364","41.133","30.02","33.643","244.647","32.031","1.995","223.34","2.779","17.02","1","","","","","","6azugdPo8g80z/T5tvzJqg==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210702_214926.zc","0","0","14.999482","","","2021-07-02","21:49:26","21","2021-07-02","09:49:26","9","EPTFUS","51","22","0.431","0.182563","LASNOC","","51","27.624","38.9","4.613","37.332","26.986","29.444","172.37","28.559","2.831","307.53","3.908","15.14","1","","","","","","ikKkP2Vw/HGo1iyMtW7qeg==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210629_215836.zc","0","0","12.832857","","","2021-06-29","21:58:36","21","2021-06-29","09:58:36","9","EPTFUS","34","21","0.618","0.308006","LASNOC","LASCIN","34","27.846","11.18","4.022","33.742","27.345","29.522","165.854","28.17","2.909","158.87","3.65","9.87","1","","","","","","Kv2aOfkQbJ4wd7feXo9hNA==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210707_002740.zc","0","0","11.007472","","","2021-07-07","00:27:40","0","2021-07-06","12:27:40","12","EPTFUS","45","21","0.467","0.234653","LASNOC","TADBRA","45","27.46","26.14","6.629","35.933","26.75","28.867","193.95","27.887","4.835","168.28","5.655","15.99","1","","","","","","Am4cGRU6cb5Oc0wT9xdcVQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_212823.zc","0","0","12.920601","","","2021-07-04","21:28:23","21","2021-07-04","09:28:23","9","EPTFUS","47","21","0.447","0.167458","TADBRA","LASNOC","47","28.671","29.62","4.334","37.104","27.939","30.578","134.522","29.218","2.794","184.59","3.609","16.18","1","","","","","","LUpfMwJ/pfMaqKwKGiNzRA==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210629_222316.zc","0","0","12.661114","","","2021-06-29","22:23:16","22","2021-06-29","10:23:16","10","EPTFUS","44","20","0.455","0.183567","TADBRA","LASNOC","44","26.653","17.19","7.274","33.379","25.831","27.503","197.625","27.202","4.912","116.73","6.059","19.24","1","","","","","","MfQr/UDdn9DTmx84crglOQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210629_214323.zc","0","0","14.993444","","","2021-06-29","21:43:23","21","2021-06-29","09:43:23","9","EPTFUS","26","15","0.577","0.237955","TADBRA","","26","30.508","47.99","3.831","37.972","29.906","32.822","543.21","31.563","2.564","220.32","3.454","9.56","1","","","","","","MOzsuByy7M5xdMOUP/3Pag==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_213012.zc","0","0","13.071506","","","2021-07-04","21:30:12","21","2021-07-04","09:30:12","9","EPTFUS","37","15","0.405","0.16118","TADBRA","LASNOC","37","28.616","40.07","3.22","34.238","27.65","30.104","206.705","29.389","1.774","144.28","2.555","14.47","1","","","","","","rVjCQknzU1osahI9qgF2Jw==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_232851.zc","0","0","9.882316","","","2021-07-06","23:28:51","23","2021-07-06","11:28:51","11","EPTFUS","29","14","0.483","0.264899","LASNOC","","29","27.786","29.19","4.68","35.881","27.24","30.154","153.588","28.322","3.534","181.36","4.348","9.73","1","","","","","","PLBgwm8hz64DTReoQrBiKg==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210629_223819.zc","0","0","10.692185","","","2021-06-29","22:38:19","22","2021-06-29","10:38:19","10","EPTFUS","44","14","0.318","0.149998","LASNOC","","44","26.639","26.82","6.045","34.495","26.064","28.088","147.005","27.201","4.577","182.61","5.513","12.94","1","","","","","","ZZZTcCJt6YvHVP9qc9J+tQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210705_222315.zc","0","0","10.152657","","","2021-07-05","22:23:15","22","2021-07-05","10:23:15","10","EPTFUS","51","14","0.275","0.196658","LASNOC","","51","27.374","14.53","6.595","37.568","26.674","29.22","132.376","27.705","4.851","218.59","5.764","24.25","1","","","","","","W/WR7Q+EzVrjqklCCJ9uvg==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_212706.zc","0","0","10.955423","","","2021-07-04","21:27:06","21","2021-07-04","09:27:06","9","EPTFUS","32","13","0.406","0.166613","TADBRA","LASNOC","32","28.867","38.55","3.413","37.028","28.108","31.148","245.799","29.707","1.966","180.44","2.898","9.94","1","","","","","","Pwty3PfBCk8UPz4V4QPAXg==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210707_013842.zc","0","0","15.000543","","","2021-07-07","01:38:42","1","2021-07-06","13:38:42","13","EPTFUS","24","12","0.5","0.242633","LASNOC","","24","27.578","29.57","5.912","34.092","26.781","28.393","205.959","28.245","3.879","130.44","5.039","8.42","1","","","","","","V/aW2jPbdB52Xeo/AKHBsQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210630_030140.zc","0","0","14.068363","","","2021-06-30","03:01:40","3","2021-06-29","15:01:40","15","EPTFUS","39","10","0.256","0.168155","LASNOC","TADBRA","39","27.435","9.11","9.911","37.773","26.472","28.966","250.647","27.677","7.265","209.4","8.259","14.8","1","","","","","","3auwg5tU9PtI2xG+Pxv04g==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210704_213147.zc","0","0","6.539749","","","2021-07-04","21:31:47","21","2021-07-04","09:31:47","9","EPTFUS","8","6","0.75","0.255223","LASNOC","TADBRA","8","29.302","40.6","3.377","36.185","28.397","31.323","207.456","30.05","2.286","166.83","3.028","3.55","1","","","","","","UxjZv1lZU3DbP3D/6dMN9g==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_230953.zc","0","0","7.477229","","","2021-07-06","23:09:53","23","2021-07-06","11:09:53","11","EPTFUS","13","4","0.308","0.215949","TADBRA","","13","26.876","23.09","3.625","30.429","26.231","27.856","233.76","27.451","2.228","170.66","3.162","3.99","1","","","","","","ZB+uePa4TZS8q971ELmt5w==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_223301.zc","0","0","7.272321","","","2021-07-06","22:33:01","22","2021-07-06","10:33:01","10","EPTFUS","4","3","0.75","0.246751","TADBRA","LASNOC","4","29.214","15.33","2.839","31.24","27.695","29.254","314.038","29.7","1.126","85.87","1.785","1.54","1","","","","","","njyE5e3qg92Dnr1SHrAgkA==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210629_213521.zc","0","0","15.001181","","","2021-06-29","21:35:21","21","2021-06-29","09:35:21","9","EPTFUS","25","3","0.12","0.190364","TADBRA","LASNOC","25","26.926","12.21","5.497","30.077","26.432","27.788","216.863","27.304","3.502","117.48","4.793","6.14","1","","","","","","T6TOUr4eOXiahSlzn+wxjQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_230511.zc","0","0","4.105989","","","2021-07-06","23:05:11","23","2021-07-06","11:05:11","11","EPTFUS","2","2","1","0.228342","LASCIN","","2","26.363","36.69","2.44","28.276","26.32","27.016","248.164","27.079","1.236","109.14","2.289","0.94","1","","","","","","Go+obCbhkuyzuXqBePeiXw==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_223418.zc","0","0","4.848651","","","2021-07-06","22:34:18","22","2021-07-06","10:34:18","10","EPTFUS","2","1","0.5","0.312691","TADBRA","","2","27.305","24.55","3.752","29.996","26.807","28.032","334.003","27.827","2.069","96.83","3.234","1.4","1","","","","","","YTcQw4hlxXwbLR16qVblpA==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210707_050331.zc","0","0","9.911313","","","2021-07-07","05:03:31","5","2021-07-06","17:03:31","17","LASBOR","13","6","0.462","0.100191","","","13","35.311","7.36","2.758","38.683","34.061","35.962","217.377","35.593","1.343","-40.19","2.176","5.91","1","","","","","","a0mDS2rvyA4Ph6/Hs6Rb7g==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_043106.zc","0","0","8.587061","","","2021-07-06","04:31:06","4","2021-07-05","16:31:06","16","LASBOR","15","4","0.267","0.052557","","","15","38.343","44.04","2.761","47.323","37.084","40.15","286.744","39.9","1.138","273.29","2.019","3.76","1","","","","","","Rq7QHRFyjREWtOkddfyEdQ==","",""
"/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/Data","/Volumes/Maynard/SERC audio 2021/Cville 6.29-7.7/bats","","SMU01590_20210706_020345.zc","0","0","14.990761","","","2021-07-06","02:03:45","2","2021-07-05","14:03:45","14","LASCIN","42","42","1","0.29044","TADBRA","","42","17.567","7.79","7.038","18.2","17.275","17.108","357.723","17.717","3.259","19.05","4.916","10.58","1","","","","","","ATNIx9eBxTZhSq0IyLF8MQ==","",""
