"INDIR","OUTDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","OUT FILE FS","OUT FILE ZC","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","AUTO ID*","PULSES","MATCHING","MATCH RATIO","MARGIN","ALTERNATE 1","ALTERNATE 2","N","Fc","Sc","Dur","Fmax","Fmin","Fmean","TBC","Fk","Tk","S1","Tc","Qual","FILES","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5","OUTPATHMD5FS","OUTPATHMD5ZC"
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_210319.zc","0","0","12.382073","","","2021-09-27","21:03:19","21","2021-09-27","09:03:19","9","EPTFUS","138","106","0.768","0.329564","TADBRA","","138","28.938","29.91","6.044","42.279","28.209","32.677","92.629","29.896","4.289","181.24","5.388","33.09","1","","","","","","/qUjiTwNOtNOzr1DVpKO7g==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_211101.zc","0","0","13.574297","","","2021-09-27","21:11:01","21","2021-09-27","09:11:01","9","EPTFUS","137","94","0.686","0.233475","TADBRA","","137","28.983","55.61","6.594","43.582","27.409","32.637","107.418","31.086","4.09","195.25","5.554","29.05","1","","","","","","enYQmWZcuuneK261/txRhw==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_210134.zc","0","0","14.214395","","","2021-09-27","21:01:34","21","2021-09-27","09:01:34","9","EPTFUS","127","93","0.732","0.332432","TADBRA","","127","27.987","30.58","7.368","40.102","27.141","30.995","115.379","28.872","5.206","179.78","6.498","36.72","1","","","","","","IewIE5GtgiODfISfXsQPrQ==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_225150.zc","0","0","14.997945","","","2021-09-27","22:51:50","22","2021-09-27","10:51:50","10","EPTFUS","114","92","0.807","0.324219","TADBRA","","114","28.931","42.35","5.993","42.353","27.851","32.606","125.485","30.483","4.051","225.74","5.37","28.65","1","","","","","","YbOO1dotapQXw4xbf0Evmg==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_210601.zc","0","0","14.999032","","","2021-09-27","21:06:01","21","2021-09-27","09:06:01","9","EPTFUS","113","89","0.788","0.399442","TADBRA","","113","28.254","29.99","7.055","43.511","27.788","32.415","125.882","29.135","5.293","209.83","6.532","23.26","1","","","","","","oLE9SqDnC3SnUoFmFo2AzA==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_232738.zc","0","0","14.990929","","","2021-09-27","23:27:38","23","2021-09-27","11:27:38","11","EPTFUS","122","84","0.689","0.296705","TADBRA","","122","27.329","21.92","8.088","36.564","26.712","29.824","121.511","27.988","6.085","148.58","7.258","31.28","1","","","","","","K39CTTdj1dwclkgxcT2HZw==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_210013.zc","0","0","12.958665","","","2021-09-27","21:00:13","21","2021-09-27","09:00:13","9","EPTFUS","140","81","0.579","0.253425","TADBRA","","140","28.346","29.58","6.989","41.742","27.303","31.28","104.376","29.327","4.928","147.85","6.154","36.47","1","","","","","","rSvq4DR0lWFI8Aa64qOspw==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210928_005432.zc","0","0","14.992057","","","2021-09-28","00:54:32","0","2021-09-27","12:54:32","12","EPTFUS","108","80","0.741","0.346079","LASNOC","TADBRA","108","28.761","35.7","7.204","42.322","27.336","31.88","113.451","30.011","4.847","213.26","6.243","23.12","1","","","","","","bb6CLqeVnpcuKDtcd2y+GQ==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_205019.zc","0","0","12.6257","","","2021-09-27","20:50:19","20","2021-09-27","08:50:19","8","EPTFUS","117","79","0.675","0.293155","TADBRA","LASNOC","117","28.329","19.19","6.848","42.312","27.571","31.666","106.114","29.005","4.975","208.12","6.133","37.64","1","","","","","","qka3dTVJlWtjz0Gt10Bl8Q==","",""
"/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Data","/Volumes/LAUREN/SERC 2021/Farnesene 2/0505_d/Output","","SMU00505_20210927_205035.zc","0","0","9.951785","","","2021-09-27","20:50:35","20","2021-09-27","08:50:35","8","EPTFUS","126","79","0.627","0.274295","TADBRA","LASNOC","126","28.188","25.35","6.847","39.569","27.248","30.846","81.294","28.923","4.626","170.48","5.928","38.92","1","","","","","","XawV2AGQWAUoHgfeelt39A==","",""
